name,type,thumbs_up,thumbs_down,score,ac_percent,imple_diff,concept_diff,author,cluster,year,time_limit,source_limit,mem_limit,user_ac,total_sub,total_ac,total_wa,ct_error,rt_error,total_tle
Making Pairs,classical,0,0,1.01,18.99,0,0,Fudan University Problem Setters,Cube (Intel G860),2007,0.5,50000,1536,38,258,49,102,22,12,73
Making Pals,classical,1,0,0.35,42.83,17,17,Camilo Andrés Varela León,Cube (Intel G860),2007,0.187,50000,1536,188,586,251,137,58,48,92
Making Waves,classical,0,0,0.38,43.18,34,1,Camilo Andrés Varela León,Cube (Intel G860),2007,1,50000,1536,170,484,209,159,29,33,53
Mangu Numbers,classical,6,0,0.95,43.62,17,21,Piyush Kumar,Cube (Intel G860),2016,1,50000,1536,43,243,106,38,32,11,56
Manhattan,classical,2,1,0.15,37.96,26,34,Minilek,Cube (Intel G860),2008,0.148,50000,1536,488,2379,903,873,168,105,330
Manhattan Companies,classical,0,0,1.57,10,0,0,gustav,Cube (Intel G860),2010,0.116,50000,1536,10,100,10,41,5,3,41
Manhattan Wire,classical,0,0,0.68,13.85,0,0,~!(*(@*!@^&,Cube (Intel G860),2009,0.1,50000,1536,77,1232,171,393,84,27,556
Manipulate Dwarfs,classical,4,0,0.58,35.76,26,21,Rishav Goyal,Cube (Intel G860),2015,1,50000,1536,98,523,187,192,33,32,79
Manku Word,classical,12,1,0.05,45.96,11,10,Mayank Tuteja,Cube (Intel G860),2013,0.195,50000,1536,1549,3973,1826,1527,271,237,109
Manoj and Fire,classical,0,0,1.38,23.33,0,0,nitish rao,Cube (Intel G860),2014,1,50000,1536,17,120,28,59,8,7,5
Manoj and Pankaj ,classical,0,0,0.89,26.51,0,0,Mahesh Chandra Sharma,Cube (Intel G860),2011,0.316,50000,1536,49,215,57,133,8,5,12
Many polygons,classical,2,0,0.39,24.81,13,17,Spooky,Cube (Intel G860),2010,0.258,50000,1536,165,1173,291,301,58,68,455
Marble & store,classical,2,0,0.72,24.87,6,6,Najmuzzaman,Cube (Intel G860),2014,0.5,50000,1536,70,398,99,129,10,30,129
Marbles,classical,45,4,0.02,32.98,14,14,Adrian Kuegel,Cube (Intel G860),2004,0.248,10000,1536,5213,18914,6237,5562,1234,2590,3279
Mario,classical,1,0,0.87,14.31,34,34,Minilek,Cube (Intel G860),2008,3.833,50000,1536,51,720,103,478,52,37,49
Mario and Mushrooms,classical,0,1,0.22,56.99,1,34,Fudan University Problem Setters,Cube (Intel G860),2011,1,50000,1536,318,658,375,177,42,5,57
Mark-up,classical,0,0,0.54,28.25,0,0,Wanderley Guimarăes,Cube (Intel G860),2006,1,50000,1536,107,438,123,248,14,27,26
Martian Colony,classical,3,0,1.6,40.91,17,17,imranziad,Cube (Intel G860),2016,1,50000,1536,9,22,9,12,1,0,0
Martian Mining,classical,35,2,0.06,48.01,13,22,Fudan University Problem Setters,Cube (Intel G860),2008,2,50000,1536,1341,3614,1735,1237,194,207,235
Mass of Molecule,classical,4,0,0.1,50.71,12,17,~!(*(@*!@^&,Cube (Intel G860),2009,0.252,50000,1536,724,1773,899,531,116,161,61
Mastermind,classical,0,0,0.16,36.84,0,0,japi,Cube (Intel G860),2010,1,50000,1536,444,1425,525,292,156,44,328
Match Maker,classical,0,0,0.82,21.56,0,0,Ahmed Aly,Cube (Intel G860),2009,1.096,50000,1536,56,334,72,107,9,48,98
Match the words,classical,1,0,0.19,48.73,9,17,amit karmakar,Cube (Intel G860),2011,0.137,50000,1536,371,1067,520,230,65,49,203
Matches,classical,3,1,0.19,21.39,34,1,leandro,Cube (Intel G860),2010,0.163,50000,1536,391,2950,631,1064,158,297,789
Math I,classical,0,0,0.65,26.79,0,0,Duc,Cube (Intel G860),2005,20,50000,1536,83,377,101,131,30,21,94
Math is Love,classical,3,1,0.36,39.97,13,5,Jamil Siam,Cube (Intel G860),2017,1,50000,1536,184,603,241,176,54,27,105
Math with Bases,classical,0,0,1.57,8.02,0,0,Jargon,Cube (Intel G860),2009,0.1,50000,1536,10,162,13,35,4,51,59
Math with Bases (Easy),classical,0,0,0.82,25.85,0,0,Jargon,Cube (Intel G860),2009,0.1,5000,1536,56,383,99,134,25,40,85
Mathematics,classical,1,0,0.79,28.17,0,0,Christian Kauth,Cube (Intel G860),2010,3.295,50000,1536,60,465,131,121,32,44,137
Matrica,classical,0,0,0.91,37.72,0,0,Neal Wu,Cube (Intel G860),2008,0.1,50000,1536,47,167,63,47,4,17,36
Matrices with XOR property,classical,5,0,1.01,40.59,21,24,Piyush Kumar,Cube (Intel G860),2016,2,50000,1536,38,271,110,88,5,15,53
Matrix,classical,3,0,0.2,17.29,26,21,Pavel Kuznetsov,Cube (Intel G860),2007,0.184,50000,1536,355,3760,650,1125,167,178,1633
Matrix,classical,2,1,0.87,33.18,17,17,jonathanirvings,Cube (Intel G860),2015,1,50000,1536,51,211,70,114,17,7,2
Matrix Game,classical,0,0,1.21,35.14,0,0,Race with time,Cube (Intel G860),2009,0.555,50000,1536,25,74,26,21,1,5,21
Matrix Game,classical,4,0,0.11,30.71,1,17,Varun Jalan,Cube (Intel G860),2010,0.343,50000,1536,705,3032,931,1513,142,120,326
Matrix inverse,classical,1,0,0.86,59.02,17,50,Noszi,Cube (Intel G860),2011,1.116,22222,1536,52,183,108,48,13,9,5
Matrix Multiplication 2K,classical,0,0,1.9,50,1,1,Michael Kharitonov,Cube (Intel G860),2017,16,50000,1536,1,4,2,1,0,0,1
Matrix Summation,classical,16,0,0.04,19.75,12,15,Matthew Reeder,Cube (Intel G860),2006,1.029,30000,1536,2186,18348,3623,6110,1044,1660,5889
Matrix Words,classical,0,0,0.62,24.09,0,0,Prasanna,Cube (Intel G860),2006,0.212,50000,1536,89,440,106,177,26,53,78
Matts Trip,classical,2,0,0.81,11.4,1,17,SourSpinach,Cube (Intel G860),2013,8,50000,1536,58,623,71,204,53,208,87
Mau-Mau,classical,2,0,0.99,46.81,39,17,numerix,Cube (Intel G860),2015,1,50000,1536,40,94,44,24,2,11,11
Max 2214,classical,1,0,1.6,11.65,0,0,Vexorian,Cube (Intel G860),2012,1.976,50000,1536,9,103,12,34,9,11,37
Maximal Independent Set,classical,1,0,0.88,25.15,34,50,Race with time,Cube (Intel G860),2009,1.183,50000,1536,50,324,82,82,13,36,111
Maximal Quadrilateral Area,classical,14,10,0.02,50.25,2,10,Neal Wu,Cube (Intel G860),2008,0.23,50000,1536,4630,10840,5447,3922,741,229,483
Maximum - Profit -- Version II,classical,0,0,0.64,42.74,0,0,Radhakrishnan Venkataramani,Cube (Intel G860),2011,0.22,50000,1536,84,248,106,59,17,15,51
Maximum Child Sum,classical,4,0,0.8,23.65,34,34,Extazy,Cube (Intel G860),2016,2,50000,1536,59,757,179,217,60,80,220
Maximum Edge of Powers of Permutation,classical,0,0,1.67,36.05,0,0,Lox,Cube (Intel G860),2010,1,50000,1536,7,172,62,25,7,8,70
Maximum Girth,classical,0,0,0.29,45.5,17,26,:(){ :|: & },Cube (Intel G860),2013,1,50000,1536,236,621,282,311,24,3,1
Maximum Profit,classical,3,0,0.26,31.76,34,42,Fudan University Problem Setters,Cube (Intel G860),2007,2,50000,1536,262,1628,517,366,94,231,416
Maximum Profit,classical,0,0,0.09,52.64,5,5,suhash,Cube (Intel G860),2011,0.27,50000,1536,864,2004,1055,634,87,137,90
Maximum Radius,classical,0,0,0.58,32.21,0,0,Faiyaz,Cube (Intel G860),2013,2,50000,1536,98,447,144,261,11,9,21
MAXIMUM RARITY,classical,1,0,0.99,23.26,17,34,Pushkar Mishra,Cube (Intel G860),2013,3,50000,1536,40,215,50,73,18,21,53
Maximum Self-Matching,classical,4,0,0.52,32.13,28,28,gustav,Cube (Intel G860),2011,2,50000,1536,114,663,213,148,17,46,236
Maximum Subset of Array,classical,4,0,0.11,27.44,17,14,.:: Pratik ::.,Cube (Intel G860),2011,0.507,50000,1536,661,3284,901,2070,188,57,56
Maximum Sum,classical,18,0,0.02,43.35,21,20,Swarnaprakash,Cube (Intel G860),2009,0.357,50000,1536,3281,12161,5272,2262,710,2095,1817
Maximum Sum Sequences,classical,6,0,0.08,21.72,20,22,Varun Jalan,Cube (Intel G860),2010,0.365,50000,1536,904,5982,1299,2679,357,234,1407
Maximum Triangle Area,classical,1,0,0.31,30.85,1,34,~!(*(@*!@^&,Cube (Intel G860),2009,0.17,50000,1536,221,1248,385,497,71,118,175
MAXIMUM WOOD CUTTER,classical,21,0,0.07,41.13,12,11,cegprakash,Cube (Intel G860),2012,0.346,50000,1536,1055,3241,1333,1189,150,183,380
MAXOR,classical,0,0,0.86,38.16,9,26,Fotile,Cube (Intel G860),2012,0.499,50000,1536,52,454,173,57,18,96,110
MAXSET,classical,0,0,1.04,31.48,0,0,B.R.ARVIND,Cube (Intel G860),2013,0.227,50000,1536,36,162,51,86,2,1,22
Maya Calendar,classical,1,0,0.36,31.09,1,17,Andres Tellez,Cube (Intel G860),2011,0.125,50000,1536,183,682,212,363,41,51,13
MayanCalendar,classical,2,0,0.56,52.99,1,1,Rishabh Baid,Cube (Intel G860),2013,1,50000,1536,102,251,133,103,9,5,1
Mayonnaise Arrow,classical,3,0,1.54,12.68,26,13,Andy,Cube (Intel G860),2016,1.5,50000,1536,11,142,18,77,10,12,25
Maze,classical,0,0,1.07,22.03,0,0,Pavel Kuznetsov,Cube (Intel G860),2007,0.132,50000,1536,34,177,39,91,15,23,9
Median Filter,classical,0,0,1.4,31.33,0,0,Bin Jin,Cube (Intel G860),2008,3.567,50000,1536,16,83,26,17,5,5,30
Median of sub-sequences,classical,0,0,1.29,42.5,0,0,Anil Shanbhag,Cube (Intel G860),2013,6,50000,1536,21,80,34,30,1,9,6
Medium Factorization,classical,14,1,0.08,14.97,23,16,Phyllipe Medeiros,Cube (Intel G860),2012,0.517,50000,1536,1021,12393,1855,2738,677,1141,5908
Meeting For Party,classical,1,0,0.22,28.94,17,9,dce coders,Cube (Intel G860),2012,0.419,50000,1536,316,1493,432,698,153,69,140
Meetings,classical,0,0,1.78,9.3,0,0,Grzegorz Spryszyński,Cube (Intel G860),2015,1,50000,1536,4,43,4,26,1,11,1
Mega Inversions,classical,0,0,0.35,49.19,17,26,Krzysztof Lewko,Cube (Intel G860),2011,0.123,50000,1536,187,616,303,196,28,21,68
Megatron and his rage,classical,6,3,0.15,34.72,3,6,CSI,Cube (Intel G860),2013,0.167,50000,1536,505,1737,603,913,63,58,99
MELE3,classical,11,1,0.15,43.16,21,22,~!(*(@*!@^&,Cube (Intel G860),2009,0.211,50000,1536,478,1476,637,472,106,71,190
Memory Distribution,classical,0,0,1.36,16.06,0,0,Fudan University Problem Setters,Cube (Intel G860),2007,5,50000,1536,18,137,22,68,11,20,16
Memory Limit Exceeded,classical,1,0,0.65,31.96,26,26,Fudan University Problem Setters,Cube (Intel G860),2008,5,50000,1536,83,970,310,174,64,115,306
Men at work,classical,0,1,0.29,37.15,34,50,Adrian Kuegel,Cube (Intel G860),2004,9,50000,1536,235,1198,445,437,51,138,126
Men From Mars,classical,0,0,1.31,38.18,0,0,Mostafa Saad,Cube (Intel G860),2011,0.808,50000,1536,20,55,21,31,0,2,1
Menu,classical,3,0,0.24,18.45,17,12,Adrian Kuegel,Cube (Intel G860),2005,0.702,50000,1536,296,2916,538,1287,552,285,254
Messy Administration,classical,0,0,1.67,25,0,0,Christian Kauth,Cube (Intel G860),2010,1,50000,1536,7,28,7,17,1,3,0
Messy Phone List,classical,0,0,1.7,16.5,0,0,numerix,Cube (Intel G860),2011,0.5,10000,1536,6,103,17,53,5,10,18
Meteors,classical,11,0,0.31,30.31,24,29,Krzysztof Lewko,Cube (Intel G860),2011,0.101,50000,1536,217,1445,438,607,63,81,222
Mexican Standoff,classical,0,0,1.36,24.58,0,0,Hemant Verma,Cube (Intel G860),2009,0.639,50000,1536,18,118,29,50,6,10,23
Mice and Maze,classical,39,1,0.03,35.9,9,9,overwise,Cube (Intel G860),2007,0.31,50000,1536,2965,10640,3820,4849,904,829,226
Michel and the championship,classical,6,0,0.58,9.67,9,9,Marcos Kawakami,Cube (Intel G860),2012,1.542,50000,1536,98,1282,124,637,85,231,205
Mickey Mouse Magic Trick v3,classical,0,0,0.83,32.33,0,0,miodziu,Cube (Intel G860),2014,1,50000,1536,55,232,75,120,8,24,3
Mickey Mouse Magic Trick v4,classical,0,0,1.18,72.58,0,0,miodziu,Cube (Intel G860),2014,5,50000,1536,27,62,45,11,0,1,5
Mickey Mouse Magic Trick v5,classical,0,0,1.36,71.43,0,0,miodziu,Cube (Intel G860),2014,50,50000,1536,18,35,25,6,1,1,2
Mickey Mouse Magic Trick v6,classical,1,0,1.1,29.01,9,26,miodziu,Cube (Intel G860),2014,99,50000,1536,32,131,38,45,22,8,18
Middle Earth,classical,1,0,1.05,9.26,17,17,Aleksandar Abas,Cube (Intel G860),2014,2,50000,1536,35,540,50,272,26,143,48
Miles and kilometers,classical,3,0,0.13,46.3,12,6,Spooky,Cube (Intel G860),2010,0.172,50000,1536,555,1566,725,314,194,98,230
Military patrol,classical,0,0,0.92,28.94,0,0,Raziman T V,Cube (Intel G860),2011,0.276,50000,1536,46,235,68,53,4,23,87
Military Story,classical,2,0,0.34,35.44,26,9,Phenomenal,Cube (Intel G860),2009,0.162,50000,1536,192,934,331,389,41,46,126
Milk Scheduling,classical,9,2,0.14,30.48,10,16,Kata,Cube (Intel G860),2014,0.1,50000,1536,544,2549,777,1207,159,113,292
Milk Trading,classical,1,0,0.42,31.18,0,0,Rofael Emil,Cube (Intel G860),2010,0.203,50000,1536,148,667,208,201,35,62,161
Min  Max 01 Path,classical,1,0,0.59,28.25,0,0,Anil Kishore,Cube (Intel G860),2011,0.291,50000,1536,95,398,112,188,11,37,50
MinCut Query,classical,0,0,0.83,27.96,0,0,Race with time,Cube (Intel G860),2009,0.165,50000,1536,55,304,85,130,13,29,47
Mineral Farm,classical,0,0,1.7,25.71,34,34,XeRoN!X,Cube (Intel G860),2015,1,50000,1536,6,35,9,12,3,2,9
MINI IN DANGER!!!,classical,0,0,1.43,54.22,1,1,anuj,Cube (Intel G860),2012,0.216,50000,1536,15,83,45,26,3,0,6
Minimal Possible String,classical,1,0,0.87,5.42,34,34,3xian,Cube (Intel G860),2009,0.13,50000,1536,51,1864,101,1043,88,252,376
Minimal Triangulations of Graphs,classical,0,0,1.27,32.87,0,0,Tomasz Goluch,Cube (Intel G860),2008,6.919,50000,1536,22,143,47,49,15,25,7
Minimax Triangulation,classical,0,0,0.85,33.67,0,0,~!(*(@*!@^&,Cube (Intel G860),2009,0.239,50000,1536,53,196,66,95,16,8,11
Minimizing maximizer,classical,0,0,0.26,23.95,17,34,adrian,Cube (Intel G860),2004,1.5,50000,1536,269,1641,393,534,302,201,211
Minimum Cost,classical,9,0,0.08,58.86,11,12,Shipu Ahamed,Cube (Intel G860),2013,1,50000,1536,992,2025,1192,374,128,145,175
Minimum Diameter Circle,classical,0,0,0.22,25.65,50,50,abhijith reddy d,Cube (Intel G860),2010,0.208,50000,1536,321,2011,515,1143,96,86,169
Minimum Diameter Spanning Tree,classical,0,0,0.47,31.83,0,0,Bartłomiej Kowalski,Cube (Intel G860),2006,0.17,50000,1536,128,597,190,239,56,13,99
Minimum Distance,classical,0,0,0.71,19.59,0,0,Fudan University Problem Setters,Cube (Intel G860),2007,2,50000,1536,71,541,106,161,34,130,110
Minimum Knight moves !!!,classical,38,3,0.03,42,13,11,Nakul Krishna,Cube (Intel G860),2012,0.165,50000,1536,2494,7824,3286,2100,758,532,1141
Minimum Number,classical,1,0,0.18,17.87,9,1,Shipu Ahamed,Cube (Intel G860),2013,1,3100,1536,404,2485,444,1440,221,170,205
Minimum Permutation,classical,0,0,0.4,38.72,0,0,~!(*(@*!@^&,Cube (Intel G860),2009,0.121,50000,1536,158,590,229,160,21,75,105
Minimum Rotations,classical,11,0,0.11,18.97,11,20,Race with time,Cube (Intel G860),2008,0.1,50000,1536,688,5393,1023,1575,284,461,2043
Minimum Sum,classical,7,0,0.58,39.38,15,15,Piyush Kumar,Cube (Intel G860),2016,5,50000,1536,96,380,149,66,11,14,140
Mining Camps,classical,0,0,0.99,11.25,17,1,Se7s,Cube (Intel G860),2014,1,50000,1536,40,480,54,325,23,14,59
Mining your own business,classical,0,0,1.45,17.98,0,0,acheron,Cube (Intel G860),2013,1,50000,1536,14,89,16,57,3,6,7
Minion Circle,classical,0,0,1.6,23.4,0,0,Piyush Kumar,Cube (Intel G860),2014,1,50000,1536,9,47,11,24,2,9,0
Minus Operation,classical,5,0,0.27,33.79,31,31,Fudan University Problem Setters,Cube (Intel G860),2007,10,50000,1536,255,1014,342,411,52,120,85
Mirror Number,classical,0,0,0.8,24.03,0,0,jack(chakradarraju),Cube (Intel G860),2012,0.112,50000,1536,59,832,202,457,39,23,111
Mirror Strings !!!,classical,4,0,0.16,28.69,12,17,! include(L.ppt),Cube (Intel G860),2012,0.639,50000,1536,462,2147,616,432,164,272,660
Missing Side,classical,1,0,0.68,16.48,17,9,numerix,Cube (Intel G860),2014,0.5,5000,1536,76,704,116,353,28,11,195
Mixing Chemicals,classical,0,0,0.56,22.43,0,0,Varun Jalan,Cube (Intel G860),2010,0.308,50000,1536,101,798,179,445,25,60,89
Mixtures,classical,92,2,0.02,38.95,15,18,Tomek Czajka,Cube (Intel G860),2005,3,50000,1536,4974,16746,6523,6474,1320,841,1569
MMM,classical,0,0,1.1,10.58,0,0,dce coders,Cube (Intel G860),2012,0.5,50000,1536,32,482,51,224,41,62,104
Mobile,classical,0,0,0.74,15.29,0,0,Martin Bader,Cube (Intel G860),2006,3.545,50000,1536,67,569,87,282,42,68,89
Mobile Company 2,classical,0,0,0.94,25.29,17,26,cegprakash,Cube (Intel G860),2015,10,50000,1536,44,261,66,119,6,30,40
Mobile Service,classical,0,0,0.21,22.7,0,0,Nguyen Dinh Tu,Cube (Intel G860),2006,2.448,50000,1536,332,2145,487,774,98,258,525
Mobile Service Hard,classical,0,0,1.29,19.23,0,0,Frane Kurtović,Cube (Intel G860),2009,0.159,50000,1536,21,156,30,40,4,28,53
Mobiles,classical,0,0,0.38,30.92,34,34,Fudan University Problem Setters,Cube (Intel G860),2007,2,50000,1536,172,747,231,280,54,134,48
MobiZone vs VinaGone,classical,2,0,0.33,35.91,34,34,AnhDQ,Cube (Intel G860),2009,0.1,50000,1536,202,801,287,129,37,33,314
Model Rocket Height,classical,1,0,0.7,55.33,1,17,Marco Gallotta,Cube (Intel G860),2008,0.1,50000,1536,74,150,83,35,25,5,2
Modems,classical,1,0,0.7,23.95,17,12,Eddy Cael,Cube (Intel G860),2013,1,50000,1536,73,405,97,138,42,34,94
Modern Pocket Calculator,classical,0,1,1.13,5.22,28,6,numerix,Cube (Intel G860),2011,0.2,10000,1536,30,651,34,423,33,91,70
MODIFY SEQUENCE,classical,16,1,0.05,51.04,5,6,Gaurav Jain,Cube (Intel G860),2013,0.5,50000,1536,1580,3544,1809,1392,167,90,76
Modular Fibonacci Period,classical,2,0,1.25,27.78,34,34,Francky,Cube (Intel G860),2013,7,50000,1536,23,781,217,184,44,106,230
Modular Tetration,classical,1,0,1.48,28.43,34,34,Francky,Cube (Intel G860),2014,1.2,50000,1536,13,197,56,98,6,21,16
Moebius,classical,0,0,1.95,0,0,0,Duc,Cube (Intel G860),2009,30,50000,1536,0,58,0,30,5,3,20
Mohib and series,classical,24,2,0.08,48.24,3,4,MoHib85,Cube (Intel G860),2015,0.1,50000,1536,964,2241,1081,932,101,29,93
Monkey and apples,classical,3,0,0.68,20.77,17,1,Ikhaduri,Cube (Intel G860),2012,0.107,50000,1536,77,939,195,259,67,151,266
Monkey King,classical,4,1,0.61,21.43,13,13,shuvo karmakar,Cube (Intel G860),2015,1,50000,1536,90,560,120,287,26,73,54
Monkey Vines,classical,2,0,0.1,44.57,17,9,Marco Gallotta,Cube (Intel G860),2008,12.85,50000,1536,737,1952,870,820,172,72,17
MONO,classical,0,0,1.36,31.75,0,0,islam,Cube (Intel G860),2012,0.1,50000,1536,18,63,20,17,8,1,17
Monodigital Representations,classical,2,1,0.42,32.98,34,34,Piotr Łowiec,Cube (Intel G860),2004,1.647,50000,1536,149,659,217,292,29,74,47
Monotonous numbers,classical,1,0,0.21,44.4,1,34,Spooky,Cube (Intel G860),2009,0.8,50000,1536,335,1286,571,269,73,82,291
Monster Trap,classical,0,0,1.36,17.89,0,0,Daniel Gómez Didier,Cube (Intel G860),2008,0.923,50000,1536,18,190,34,98,4,5,49
Moo University - Emergency Pizza Order,classical,0,0,1.16,28.37,0,0,Mir Wasi Ahmed,Cube (Intel G860),2009,0.131,50000,1536,28,141,40,38,10,5,48
Moon Safari (Hard),classical,1,0,1.67,65,17,34,Francky,Cube (Intel G860),2014,9,50000,1536,7,160,104,13,6,8,29
Moon Safari (medium),classical,0,0,1.21,39.69,17,34,Francky,Cube (Intel G860),2014,10,50000,1536,25,262,104,24,16,36,82
Morenas Candy Shop ( Easy ),classical,1,0,0.34,32.29,17,17,Mateus Dantas [ UFCG ],Cube (Intel G860),2012,0.181,50000,1536,197,1146,370,515,67,87,106
Morphing is Fun,classical,0,0,1.23,26.09,0,0,Fudan University Problem Setters,Cube (Intel G860),2009,3,50000,1536,24,115,30,58,6,13,8
Mosque,classical,0,1,1.1,37.76,1,1,abdelkarim,Cube (Intel G860),2012,1,50000,1536,32,98,37,41,6,4,10
Most Frequent Value,classical,4,0,0.42,20.53,14,24,Dominik Gleich,Cube (Intel G860),2011,0.1,50000,1536,149,1534,315,308,62,144,694
Most Servings Meal,classical,0,0,0.32,25.62,17,17,~!(*(@*!@^&,Cube (Intel G860),2009,0.167,50000,1536,210,1124,288,503,34,70,227
Mosty! Find Gn,classical,3,1,0.18,50.7,17,9,omar alkattan,Cube (Intel G860),2013,0.622,50000,1536,409,1142,579,177,95,109,182
Moulds,classical,0,0,0.65,31.27,0,0,adrian,Cube (Intel G860),2004,5,50000,1536,82,323,101,124,29,60,9
Moumita and Assignments,classical,3,0,1.31,26.96,21,17,Supto,Cube (Intel G860),2017,1,50000,1536,20,230,62,97,20,5,46
Mountain Cave,classical,0,0,1.38,8.98,0,0,david_8k,Cube (Intel G860),2012,1,50000,1536,17,334,30,211,10,39,44
Mountain Walking,classical,1,0,0.12,25.79,0,0,Duc,Cube (Intel G860),2006,0.164,50000,1536,640,3680,949,1834,181,150,559
Mountain Walking,classical,0,0,0.16,42.41,9,1,abhijith reddy d,Cube (Intel G860),2010,0.216,50000,1536,451,1264,536,422,80,137,89
Move Marbles,classical,1,0,1.31,6.64,17,34,Paranoid Android,Cube (Intel G860),2010,0.1,50000,1536,20,422,28,298,15,58,23
Move the books,classical,0,0,1.19,31.76,0,0,Raziman T V,Cube (Intel G860),2011,0.186,50000,1536,26,85,27,56,1,1,0
Move the boulder,classical,0,0,1.86,8.33,0,0,Anil Shanbhag,Cube (Intel G860),2013,5,50000,1536,2,36,3,28,1,1,3
Move To Invert,classical,10,0,0.03,32.21,9,17,Abhilash I,Cube (Intel G860),2006,0.325,50000,1536,2246,9374,3019,3349,862,298,1845
Move your armies,classical,0,0,0.68,20.04,0,0,Adrian Kuegel,Cube (Intel G860),2006,10,10000,1536,76,489,98,75,41,27,248
Movie collection,classical,0,0,0.38,43.22,0,0,Jeroen Bransen,Cube (Intel G860),2011,2.63,50000,1536,169,634,274,86,39,44,189
Movie Fan,classical,8,0,0.76,63.43,10,10,Umesh Malhotra,Cube (Intel G860),2016,1,50000,1536,64,134,85,32,7,7,3
Movie Theatre Madness,classical,4,0,0.19,52.52,9,13,Gowri Sundaram,Cube (Intel G860),2013,0.256,50000,1536,384,952,500,260,40,25,126
Moving Pebbles,classical,0,1,0.44,21.77,50,34,Chen Xiaohong,Cube (Intel G860),2007,0.623,50000,1536,140,735,160,435,42,84,14
MP3 Player,classical,0,0,1.21,24.79,0,0,Phan Công Minh,Cube (Intel G860),2010,0.105,50000,1536,25,118,30,55,4,12,17
Mr Toothless and His GCD Operation,classical,3,0,0.49,31,5,13,Md Abdul Alim,Cube (Intel G860),2014,0.1,50000,1536,123,442,137,256,13,9,24
Mr Youngs Picture Permutations,classical,0,0,1.29,72.09,0,0,abdelkarim,Cube (Intel G860),2013,0.562,50000,1536,21,43,31,5,4,0,3
Mr. Ant & His Problem,classical,9,1,0.4,34.62,16,16,Md Abdul Alim,Cube (Intel G860),2016,1,50000,1536,158,598,207,246,23,25,97
Mr.BG Hates Palindrome,classical,3,0,1.01,42.74,17,17,BISHAL GAUTAM,Cube (Intel G860),2016,1,50000,1536,38,117,50,59,3,4,1
Mravograd,classical,0,0,1.27,36.36,17,34,Stjepan Glavina,Cube (Intel G860),2011,0.189,50000,1536,22,77,28,22,2,6,19
Multinomial numbers,classical,0,0,1.4,52.94,0,0,Robert Gerbicz,Cube (Intel G860),2012,0.136,50000,1536,16,51,27,9,5,3,7
Multiples,classical,0,0,1.36,27.4,1,34,Le Anh Duc - A2K42 PBC,Cube (Intel G860),2014,1,50000,1536,18,146,40,67,6,2,31
Multiples of 3,classical,50,2,0.04,20.91,20,18,Varun Jalan,Cube (Intel G860),2010,0.169,50000,1536,1958,14240,2977,3162,726,1411,5947
Multiplicative digital root,classical,0,0,0.78,24.67,0,0,Robert Gerbicz,Cube (Intel G860),2009,0.4,2048,1536,61,450,111,54,22,45,218
Multiplicative Palindrome,classical,0,0,1.18,29.03,0,0,Zvonimir Medic,Cube (Intel G860),2010,0.112,50000,1536,27,155,45,42,10,3,55
Multiplying by Rotation ,classical,0,0,0.67,49.21,0,0,SALVO,Cube (Intel G860),2010,0.211,50000,1536,79,189,93,32,14,7,43
Music Academy,classical,1,0,1.08,52.56,1,1,Gabriel Menacho,Cube (Intel G860),2014,1,50000,1536,33,78,41,33,3,1,0
Musical Chairs,classical,15,0,0.03,45.84,8,20,Ahmed Aly,Cube (Intel G860),2009,13.93,50000,1536,2245,6200,2842,635,331,1349,1036
Musical Optimization,classical,0,0,0.77,40.61,0,0,Fudan University Problem Setters,Cube (Intel G860),2007,0.2,50000,1536,63,197,80,78,17,9,13
Musketeers,classical,2,0,0.18,31.73,21,28,Piotr Łowiec,Cube (Intel G860),2004,1.169,50000,1536,408,1704,540,800,93,135,133
Muzidabutur,classical,0,0,1.9,50,0,0,Fudan University Problem Setters,Cube (Intel G860),2009,1,3333,1536,1,2,1,1,0,0,0
MVP,classical,1,0,1.4,42.22,17,1,SourSpinach,Cube (Intel G860),2013,1,50000,1536,16,45,19,13,2,3,8
My Name is UMMM!,classical,0,0,1.4,13.39,0,0,Faiyaz,Cube (Intel G860),2013,0.5,50000,1536,16,127,17,106,1,3,0
My Reaction when there is no internet connection,classical,0,1,1.25,27.17,50,17,jack(chakradarraju),Cube (Intel G860),2012,1,50000,1536,23,92,25,43,11,2,11
Mystic  Craft,classical,0,0,0.9,42.75,0,0,VOJ problem setters ,Cube (Intel G860),2009,0.687,50000,1536,48,138,59,48,12,1,18
Mystical River,classical,0,0,0.5,25.09,0,0,Paritosh Aggarwal,Cube (Intel G860),2009,1.399,50000,1536,120,821,206,78,55,139,343
N DIV PHI_N,classical,3,0,0.14,41.73,1,30,Frank Rafael Arteaga,Cube (Intel G860),2010,0.142,50000,1536,531,1565,653,480,120,193,113
N DIV PHI_N (Hard),classical,2,0,0.45,22.36,26,26,SALVO,Cube (Intel G860),2010,0.945,50000,1536,135,1118,250,252,47,124,443
n-divisors,classical,34,1,0.06,20.95,18,18,abdelkarim,Cube (Intel G860),2012,0.221,50000,1536,1290,8945,1874,2516,553,924,3068
N-Factorful,classical,31,1,0.06,26.46,19,16,gogo40 ,Cube (Intel G860),2011,1.879,50000,1536,1306,7714,2041,1615,388,689,2972
