name,type,thumbs_up,thumbs_down,score,ac_percent,imple_diff,concept_diff,author,cluster,year,time_limit,source_limit,mem_limit,user_ac,total_sub,total_ac,total_wa,ct_error,rt_error,total_tle
Color a tree,classical,0,0,0.75,28.16,17,34,~!(*(@*!@^&,Cube (Intel G860),2009,0.261,50000,1536,65,309,87,117,17,48,40
color the balls,classical,0,1,0.82,45.71,50,50,pankaj,Cube (Intel G860),2011,0.189,50000,1536,56,210,96,40,24,11,39
Colorful Beads,classical,1,0,1.27,32.94,34,34,Tjandra Satria Gunawan,Cube (Intel G860),2016,1,50000,1536,22,85,28,45,3,6,3
Colorful Circle (EASY),classical,0,0,0.82,25.22,0,0,Tjandra Satria Gunawan,Cube (Intel G860),2012,0.17,50000,1536,57,686,173,179,53,75,204
Colorful Lights Party,classical,0,0,1.57,5.88,0,0,Thanh-Vy Hua,Cube (Intel G860),2007,0.152,50000,1536,10,323,19,32,9,43,220
Coloring Segments,classical,3,1,0.92,18.16,34,34,Faiyaz,Cube (Intel G860),2014,1,50000,1536,46,369,67,94,15,56,136
Coloring Trees,classical,4,0,0.32,32.88,23,34,suhash,Cube (Intel G860),2011,0.207,50000,1536,210,949,312,168,52,117,296
Colors,classical,0,0,1.51,21.18,0,0,smit hinsu,Cube (Intel G860),2013,2,50000,1536,12,85,18,43,0,9,15
"Colours A, B, C, D",classical,22,0,0.04,20.97,6,22,Adrian Satja Kurdija,Cube (Intel G860),2011,0.19,50000,1536,1802,11300,2370,5389,657,1199,1656
Combat on a tree,classical,2,0,0.72,30.39,28,34,Fotile,Cube (Intel G860),2012,0.103,50000,1536,70,362,110,100,19,40,88
Combination Of Integers,classical,0,0,0.77,30.22,0,0,Kunal Jain,Cube (Intel G860),2011,0.466,50000,1536,63,321,97,105,32,31,56
Commando,classical,13,1,0.31,32.11,32,37,Shafaet,Cube (Intel G860),2013,0.3,50000,1536,216,1115,358,442,59,107,143
Commedia dell Arte,classical,0,0,0.35,38.67,1,17,adrian,Cube (Intel G860),2004,5,50000,1536,190,600,232,231,74,16,47
Common Permutation,classical,22,5,0.02,48.07,6,5,Andrés Leonardo Rojas Duarte,Cube (Intel G860),2007,0.133,50000,1536,3448,8166,3925,2491,509,484,745
Common Subsequences,classical,3,1,0.36,28.45,34,45,Bin Jin,Cube (Intel G860),2008,0.522,50000,1536,181,1044,297,352,67,77,251
Commuting Functions,classical,0,0,1.04,26.92,0,0,Fidel Schaposnik,Cube (Intel G860),2010,0.307,50000,1536,36,182,49,78,6,9,40
Compare Substring,classical,1,0,0.63,40.23,6,6,noname,Cube (Intel G860),2015,1,50000,1536,86,256,103,72,23,22,36
Comparing Answers,classical,0,0,0.86,15.33,0,0,David García Soriano,Cube (Intel G860),2011,0.593,50000,1536,52,900,138,333,23,33,372
Complan Carnival,classical,0,0,1.16,35.42,0,0,jack(chakradarraju),Cube (Intel G860),2011,0.204,50000,1536,28,96,34,38,3,1,19
Complete Chess Boards,classical,1,0,0.16,55.42,21,21,Matthew Reeder,Cube (Intel G860),2006,0.391,30000,1536,475,1070,593,332,76,29,37
Complete the Sequence!,classical,17,0,0.04,32.59,14,15,adrian,Cube (Intel G860),2004,5,50000,1536,1983,7853,2559,2186,613,980,1504
Complete the Set,classical,1,0,0.9,33.73,1,17,Fudan University Problem Setters,Cube (Intel G860),2011,1,50000,1536,48,249,84,61,18,16,70
Complicated Calculations,classical,0,0,0.71,49.04,0,0,triveni,Cube (Intel G860),2014,2,50000,1536,71,312,153,93,11,5,46
Complicated Expressions,classical,3,0,0.11,26.04,12,6,adrian,Cube (Intel G860),2004,5,50000,1536,677,3479,906,1526,266,374,405
Compressed String,classical,0,0,1.03,30.82,0,0,Fudan University Problem Setters,Cube (Intel G860),2009,1,50000,1536,37,146,45,47,10,24,20
CompuTenis reloaded,classical,0,0,0.51,45.97,3,3,Fidel Schaposnik,Cube (Intel G860),2015,1,50000,1536,116,298,137,121,20,7,13
Con-Junctions,classical,19,0,0.12,43.81,18,23,Kashyap KBR,Cube (Intel G860),2005,1.887,50000,1536,600,1810,793,776,68,80,93
Concave quadrilaterals,classical,0,0,1.6,46.81,0,0,Xellos,Cube (Intel G860),2011,0.5,50000,1536,9,47,22,5,3,8,9
Conga line,classical,0,1,0.21,34.65,1,1,Paulo Costa,Cube (Intel G860),2012,0.377,50000,1536,334,1388,481,524,78,119,184
"Congratulations, Fidel!",classical,1,0,1.74,26.32,17,17,Fidel Schaposnik,Cube (Intel G860),2016,1,50000,1536,5,19,5,13,1,0,0
Congruence Equation,classical,0,0,0.44,24.89,0,0,Duc,Cube (Intel G860),2008,1,50000,1536,140,1121,279,534,61,131,98
Connect Line Segments,classical,0,0,0.78,24.71,0,0,Bin Jin,Cube (Intel G860),2008,0.79,50000,1536,61,340,84,118,11,55,72
Connecting three towns (variation),classical,0,0,1.01,24.49,0,0,HWK,Cube (Intel G860),2011,0.1,50000,1536,38,196,48,99,17,1,31
Connections,classical,1,0,0.6,26.95,34,34,Thanh-Vy Hua,Cube (Intel G860),2004,5,50000,1536,92,538,145,130,38,57,167
Consecutive sequence,classical,3,0,0.24,44.29,23,6,Ruslan Sennov,Cube (Intel G860),2010,9,50000,1536,289,1849,819,559,138,152,181
Constellation of the parallelogram,classical,0,0,0.71,27,0,0,Fidel Schaposnik,Cube (Intel G860),2014,1,50000,1536,72,474,128,176,35,26,109
Construct the Great Wall,classical,0,0,1.67,53.33,0,0,Bin Jin,Cube (Intel G860),2011,8.441,50000,1536,7,14,7,4,1,2,0
Constructible Regular Polygons,classical,6,0,0.16,54.66,5,5,campos20,Cube (Intel G860),2013,1,1000,1536,465,1030,563,376,48,13,24
Containers,classical,1,0,0.27,44.93,26,17,Thanh-Vy Hua,Cube (Intel G860),2004,5,50000,1536,252,739,332,238,57,69,43
Contaminated City,classical,0,0,0.75,13.55,0,0,Paulo Costa,Cube (Intel G860),2012,0.184,50000,1536,65,662,90,393,52,33,91
Contest Hall Preparation,classical,0,1,0.23,42.24,23,17,Kawmia Institutes,Cube (Intel G860),2013,0.384,50000,1536,313,1096,463,478,61,51,42
Continuous Fractions,classical,0,0,0.27,36.43,0,0,Camilo Andrés Varela León,Cube (Intel G860),2006,0.375,50000,1536,254,947,345,353,94,116,39
Continuous Fractions Again,classical,1,0,0.23,40.78,17,17,Camilo Andrés Varela León,Cube (Intel G860),2007,0.25,50000,1536,310,944,385,328,75,107,49
Convert to Decimal Base System,classical,1,0,0.91,39.78,17,17,~!(*(@*!@^&,Cube (Intel G860),2009,0.36,50000,1536,47,181,72,63,7,31,8
Converting number formats,classical,0,0,0.44,43.42,0,0,overwise,Cube (Intel G860),2004,1.052,2048,1536,141,380,165,161,38,16,0
Convex Hull 3D,classical,0,0,0.69,37.46,0,0,Roman Sol,Cube (Intel G860),2005,0.876,50000,1536,75,670,251,139,35,175,69
Convex Polygons,classical,0,0,0.58,32.95,0,0,Race with time,Cube (Intel G860),2009,1.913,50000,1536,98,431,142,145,15,17,112
Cookies,classical,0,0,1.45,30.77,0,0,Luka Kalinovcic,Cube (Intel G860),2010,1.217,50000,1536,14,91,28,19,6,12,26
Cool Numbers,classical,1,0,0.45,31.87,34,34,Prasanna,Cube (Intel G860),2007,5.673,50000,1536,136,546,174,85,70,16,201
Cool Problem,classical,1,0,1.6,52.38,1,17,VV,Cube (Intel G860),2015,0.5,50000,1536,9,21,11,6,0,3,1
Cooperation in geometry !,classical,0,0,1.31,15.75,0,0,Pandian,Cube (Intel G860),2013,1,50000,1536,20,146,23,113,8,0,2
Coprime Again,classical,3,0,0.91,27.57,34,34,praveen123,Cube (Intel G860),2013,4,50000,1536,47,1099,303,474,36,31,248
Coprime Pairs,classical,0,0,1.63,27.66,0,0,darkshadows,Cube (Intel G860),2014,1,50000,1536,8,47,13,24,5,5,0
Copying Books,classical,16,0,0.05,24.62,17,21,adrian,Cube (Intel G860),2004,5,50000,1536,1452,7649,1883,3718,713,765,565
Copying DNA,classical,0,0,0.98,23.53,0,0,Duc,Cube (Intel G860),2008,0.229,50000,1536,41,204,48,57,17,6,75
Corn Headache,classical,7,2,0.35,37.5,8,6,Losser ,Cube (Intel G860),2016,0.1,50000,1536,186,528,198,258,25,45,2
Corporative Network,classical,7,0,0.17,26.71,22,20,Thanh-Vy Hua,Cube (Intel G860),2004,1,50000,1536,417,2138,571,662,161,157,586
Correlations,classical,3,0,0.92,44.95,9,17,Fidel Schaposnik,Cube (Intel G860),2016,1,50000,1536,46,307,138,76,27,26,40
Cost,classical,12,1,0.17,33.54,15,28,Lawl,Cube (Intel G860),2011,0.175,50000,1536,435,1899,637,875,85,211,87
COSTLY CHESS,classical,13,0,0.09,47.25,14,11,abhiranjan,Cube (Intel G860),2011,0.151,50000,1536,828,2218,1048,804,148,64,151
Count Doubles,classical,4,3,0.24,37.86,7,5,Akid Sultan,Cube (Intel G860),2016,0.5,50000,1536,291,898,340,301,51,123,83
Count maximum matrices,classical,0,0,0.3,23.25,0,0,Lê Đôn Khuê,Cube (Intel G860),2005,2.538,50000,1536,223,1402,326,784,47,49,196
Count Minimum Spanning Trees,classical,2,0,0.51,16.28,26,42,Bin Jin,Cube (Intel G860),2008,1.333,50000,1536,116,1001,163,555,107,99,77
Count on a tree,classical,23,0,0.09,23.39,32,31,Fotile,Cube (Intel G860),2012,0.129,6000,1536,821,8235,1926,2569,673,1495,1555
Count on a tree II,classical,18,0,0.16,24.68,32,37,Fotile,Cube (Intel G860),2012,1.207,50000,1536,460,4887,1206,1326,255,794,1292
Count on a trie,classical,0,0,1.16,39.09,34,50,Fotile,Cube (Intel G860),2012,0.566,50000,1536,28,197,77,56,13,32,17
Count on Cantor,classical,90,6,0.01,63.02,13,14,Thanh-Vy Hua,Cube (Intel G860),2005,5,50000,1536,9524,17090,10770,4092,1161,681,368
COUNT PAREN,classical,3,1,0.39,64.19,21,17,priyamehtanit ,Cube (Intel G860),2012,1,50000,1536,164,310,199,79,16,7,8
Count Primes,classical,0,1,1.07,19.91,0,0,AvmnuSng,Cube (Intel G860),2013,0.1,50000,1536,34,226,45,132,7,15,27
Count right angle triangles,classical,0,0,1.23,25.93,0,0,praveen123,Cube (Intel G860),2013,1,50000,1536,24,243,63,46,17,27,89
Count Strings,classical,2,0,1.67,47.06,39,39,Varun Jalan,Cube (Intel G860),2012,0.1,50000,1536,7,68,32,9,2,4,21
Count Subsets,classical,13,0,0.56,47.2,8,20,Piyush Kumar,Cube (Intel G860),2016,1,50000,1536,103,339,160,115,11,8,44
Count The Indexes,classical,3,0,0.47,31.03,17,17,Raihat Zaman Neloy,Cube (Intel G860),2014,1,50000,1536,131,754,234,191,43,100,170
Count The Indexes 2,classical,3,0,1.33,21.74,34,28,Raihat Zaman Neloy,Cube (Intel G860),2014,0.5,50000,1536,19,161,35,70,4,42,9
Count weighted paths,classical,1,0,1.48,70,0,0,Vexorian,Cube (Intel G860),2012,0.1,50000,1536,13,20,14,3,0,0,3
Countdown,classical,2,1,0.3,25.65,26,9,Camilo Andrés Varela León,Cube (Intel G860),2007,0.776,50000,1536,224,1197,307,526,101,174,89
Counter attack,classical,1,0,0.39,69.41,17,17,Adrian Kuegel,Cube (Intel G860),2010,0.414,50000,1536,164,510,354,60,21,35,40
Counter-Smack,classical,2,0,0.91,23.04,17,26,Piotr Jagiełło,Cube (Intel G860),2016,1,50000,1536,47,395,91,128,18,54,102
Counting,classical,1,0,0.91,48.91,1,34,Buda IM,Cube (Intel G860),2012,0.1,50000,1536,47,137,67,24,7,8,30
Counting Arborescence,classical,0,0,0.6,34.07,0,0,Fudan University Problem Setters,Cube (Intel G860),2009,2,50000,1536,92,445,155,214,19,29,28
Counting binary strings,classical,3,0,0.24,52.72,23,23,Noszi,Cube (Intel G860),2011,0.102,3333,1536,292,698,368,264,32,10,23
Counting d-pairs,classical,1,0,0.54,31.56,9,17,Buda IM,Cube (Intel G860),2011,0.1,50000,1536,108,845,266,275,33,67,203
Counting Diameter,classical,0,0,1.1,37.89,0,0,suhash,Cube (Intel G860),2010,0.389,50000,1536,32,95,36,31,4,3,21
Counting diff-pairs,classical,2,0,1.19,16.29,17,34,Buda IM,Cube (Intel G860),2012,0.183,50000,1536,26,307,50,109,21,39,88
Counting Digits,classical,3,0,0.15,37.6,17,21,~!(*(@*!@^&,Cube (Intel G860),2009,0.232,50000,1536,491,1694,637,352,165,91,449
Counting Divisors (cube),classical,1,0,1.16,30.39,17,50,Min_25,Cube (Intel G860),2014,1,12288,1536,28,181,55,18,7,21,80
Counting Divisors (square),classical,3,0,0.98,20.49,28,39,Min_25,Cube (Intel G860),2014,1,6144,1536,41,493,101,73,16,82,221
Counting Expressions,classical,0,0,1.18,40.58,0,0,Fudan University Problem Setters,Cube (Intel G860),2009,10,50000,1536,27,69,28,33,7,0,1
Counting Expressions II,classical,0,0,1.51,33.33,0,0,Fudan University Problem Setters,Cube (Intel G860),2009,1,50000,1536,12,48,16,28,0,4,0
Counting Formations,classical,1,0,1.7,33.33,34,34,Fudan University Problem Setters,Cube (Intel G860),2012,3,50000,1536,6,24,8,4,9,1,2
Counting Graphs,classical,0,0,0.95,32.74,0,0,Pavel Kuznetsov,Cube (Intel G860),2009,0.49,7000,1536,43,166,54,42,4,10,56
Counting Ids,classical,9,3,0.06,62.67,8,5,Hector Navarro,Cube (Intel G860),2013,1,50000,1536,1229,2341,1467,344,195,77,256
Counting in a DAG,classical,1,0,0.66,10.35,34,34,Lox,Cube (Intel G860),2009,0.1,50000,1536,81,1575,163,447,77,127,761
Counting inversions,classical,4,0,0.2,22.24,30,28,Gogu,Cube (Intel G860),2006,0.184,50000,1536,359,4536,1009,1101,213,429,1781
Counting K-Rectangle,classical,3,0,0.22,28.44,23,28,Race with time,Cube (Intel G860),2009,0.343,50000,1536,318,1709,486,294,70,115,741
Counting Lucky Numbers,classical,1,0,0.53,33.29,0,0,praveen123,Cube (Intel G860),2013,1,50000,1536,109,748,249,312,34,29,122
Counting Magical Permutatitons,classical,1,0,1.14,24.85,17,26,Rezwan,Cube (Intel G860),2016,1,50000,1536,29,165,41,85,6,14,19
Counting pairs,classical,2,0,0.53,25.55,34,34,Stjepan Glavina,Cube (Intel G860),2009,0.514,50000,1536,109,865,221,217,55,86,286
Counting Pairwise Coprime Triples,classical,0,0,1.6,42.86,0,0,Min_25,Cube (Intel G860),2014,20,50000,1536,9,28,12,7,3,2,4
Counting Pascal,classical,2,0,0.54,28.06,17,17,Pablo Ariel Heiber,Cube (Intel G860),2010,0.983,50000,1536,106,638,179,202,42,27,188
Counting Primes ,classical,16,0,0.14,22.5,18,17,Faiyaz,Cube (Intel G860),2012,0.234,50000,1536,530,3502,788,1501,89,365,755
Counting Pythagorean Triples,classical,1,0,1.78,8,34,34,Min_25,Cube (Intel G860),2014,1,5120,1536,4,125,10,24,15,6,68
Counting Rabbits,classical,4,1,0.07,33.67,9,6,Abel Nieto Rodriguez,Cube (Intel G860),2008,0.184,50000,1536,1073,3926,1322,1311,213,334,743
Counting Subsequences,classical,6,0,0.09,29.16,9,12,Fudan University Problem Setters,Cube (Intel G860),2007,1,50000,1536,805,5412,1578,1649,295,801,1089
Counting the teams,classical,0,0,1.31,50,0,0,Raziman T V,Cube (Intel G860),2011,4,50000,1536,20,41,20,14,0,1,6
Counting The Way of Bracket Replacement,classical,3,1,0.19,40.77,26,26,~!(*(@*!@^&,Cube (Intel G860),2009,0.168,50000,1536,382,1398,570,644,82,33,69
Counting Triangles,classical,62,20,0.01,33.11,8,21,nha.duong,Cube (Intel G860),2007,0.237,500,1536,8825,33588,11121,12585,2580,1223,6018
Counting triangles,classical,1,0,0.36,30.75,1,34,sieunhan,Cube (Intel G860),2009,0.3,50000,1536,179,852,262,459,59,35,35
Counting Triangles 2,classical,0,0,0.88,33.62,0,0,Alex & Friends,Cube (Intel G860),2010,0.12,50000,1536,50,235,79,63,7,19,66
Counting Triangles II,classical,0,0,0.2,21.09,0,0,nha.duong,Cube (Intel G860),2007,0.1,300,1536,366,2750,580,1460,280,228,200
Counting Triangles III,classical,0,0,0.28,32.84,0,0,nha.duong,Cube (Intel G860),2007,0.172,128,1536,240,1285,422,308,276,109,170
Counting Words,classical,1,0,0.49,28.98,34,17,jonathanirvings,Cube (Intel G860),2012,0.813,50000,1536,122,597,173,320,33,45,22
Counting Words,classical,2,0,1.25,45.9,17,26,Paul Redman,Cube (Intel G860),2016,0.2,50000,1536,23,61,28,22,10,1,0
Counting WOW-Substrings,classical,9,0,0.68,34.24,12,22,BISHAL GAUTAM,Cube (Intel G860),2016,0.2,50000,1536,76,330,113,136,13,8,60
Counting WOW-Substrings2,classical,6,0,0.88,59.26,14,21,BISHAL GAUTAM,Cube (Intel G860),2016,0.2,50000,1536,50,135,80,30,5,7,13
Cousin Wars,classical,0,0,1.51,20.56,0,0,dce coders,Cube (Intel G860),2012,0.353,50000,1536,12,107,22,30,11,4,40
Cover the string,classical,1,0,0.34,22.63,17,17,Mahesh Chandra Sharma,Cube (Intel G860),2011,0.374,50000,1536,192,1109,251,394,60,129,275
Coverage,classical,0,0,1.43,30.65,0,0,Joshua Kirstein,Cube (Intel G860),2016,3,50000,1536,15,62,19,39,3,1,0
Cow Cars,classical,2,0,0.13,44,12,17,Neal Wu,Cube (Intel G860),2008,0.165,50000,1536,583,1684,741,652,125,27,134
Cow Patterns,classical,2,0,0.71,32.21,26,26,Luka Kalinovcic,Cube (Intel G860),2010,0.248,50000,1536,71,357,115,188,13,5,36
Cow Photographs ,classical,2,0,0.44,36.92,26,26,Iqram Mahmud,Cube (Intel G860),2010,0.177,50000,1536,140,557,205,284,31,10,27
Cows Language,classical,1,0,1.25,37.63,34,34,Coder nhà mình,Cube (Intel G860),2013,1,50000,1536,23,93,35,28,2,7,21
Crack the Safe,classical,12,1,0.18,53.23,14,14,J.A.R.V.I.S.,Cube (Intel G860),2013,0.192,50000,1536,400,1007,536,202,49,32,188
Crash´s number table,classical,0,0,0.88,19.02,0,0,jiazhipeng,Cube (Intel G860),2010,0.1,50000,1536,50,489,93,113,40,54,188
Crashing Robots,classical,1,0,0.47,52.61,0,0,Mohammad Kotb,Cube (Intel G860),2010,0.461,50000,1536,130,287,151,99,15,21,1
Crayon,classical,2,0,1.27,35.44,34,17,xiaodao,Cube (Intel G860),2013,1,50000,1536,22,79,28,10,6,19,16
Crazy Receptionist,classical,0,0,1.57,12.9,0,0,Christian Kauth,Cube (Intel G860),2009,1.715,50000,1536,10,124,16,26,6,10,66
Crazy Shopkeeper,classical,2,0,0.15,33.44,9,1,ওয়াসী (Wasi),Cube (Intel G860),2013,0.142,50000,1536,492,1812,606,758,185,214,49
Crazy Smoker,classical,20,4,0.11,38.58,4,9,Siddharth Singh,Cube (Intel G860),2016,0.1,50000,1536,664,1895,731,853,106,76,110
Crazy Tank,classical,0,0,1.78,17.65,0,0,Bidhan,Cube (Intel G860),2013,1,50000,1536,4,34,6,15,0,2,11
Crazy texting,classical,1,0,0.39,25.38,0,0,Raziman T V,Cube (Intel G860),2012,0.112,50000,1536,163,855,217,403,28,61,142
Create Collections,classical,10,1,0.05,33.96,8,9,praveen123,Cube (Intel G860),2013,1,50000,1536,1462,5044,1713,2468,248,518,91
Cricket Selection ,classical,2,1,0.74,24.57,9,23,Adarsh kumar,Cube (Intel G860),2015,0.25,50000,1536,67,411,101,94,17,56,142
Crime at Piccadily Circus,classical,6,2,0.13,13.92,34,27,Adam Dzedzej,Cube (Intel G860),2004,13,50000,1536,579,5611,781,3591,258,641,339
Critical Edges,classical,2,0,0.61,38.55,13,14,Eddy Cael,Cube (Intel G860),2013,0.1,50000,1536,91,345,133,149,19,17,27
Crni,classical,0,0,1.11,59.02,0,0,Race with time,Cube (Intel G860),2010,0.477,50000,1536,31,61,36,9,6,0,10
Cross Mountain Climb,classical,0,0,0.86,33.1,0,0,Hemant Verma,Cube (Intel G860),2009,1.68,50000,1536,52,290,96,87,14,24,69
Cross Mountain Climb Extreme,classical,0,0,1.23,23.85,0,0,Lovro Puzar,Cube (Intel G860),2009,0.4,50000,1536,24,130,31,30,10,24,35
Cross-country,classical,27,3,0.03,62.76,10,11,adrian,Cube (Intel G860),2004,5,50000,1536,2933,5591,3509,1106,313,313,345
Crossbits,classical,4,1,0.59,14.83,23,15,Duc,Cube (Intel G860),2008,0.133,50000,1536,95,708,105,286,38,70,209
Crossing the Desert,classical,0,0,0.89,24.19,0,0,Fudan University Problem Setters,Cube (Intel G860),2008,0.5,50000,1536,49,248,60,141,27,12,7
Crucial Equation,classical,32,4,0.04,44.31,3,11,Md Abdul Alim,Cube (Intel G860),2014,3,50000,1536,2127,5895,2612,2324,384,168,398
Cryptography,classical,0,0,0.69,3.1,0,0,Fudan University Problem Setters,Cube (Intel G860),2007,2,50000,1536,75,3801,118,1932,247,940,564
Cryptography Reloaded (Act I),classical,0,0,1.19,29.13,0,0,Fudan University Problem Setters,Cube (Intel G860),2009,1,50000,1536,26,206,60,37,11,68,28
Cryptography Reloaded (Act II),classical,0,0,1.19,26.01,0,0,Fudan University Problem Setters,Cube (Intel G860),2009,5,50000,1536,26,173,45,71,7,23,27
Cube,classical,0,0,0.88,38.21,0,0,Brian Bi,Cube (Intel G860),2009,0.43,50000,1536,50,246,94,119,8,10,15
Cube Free Numbers,classical,26,1,0.03,34.63,12,10,Muhammad Ridowan,Cube (Intel G860),2011,0.1,50000,1536,2644,9823,3402,3532,529,495,1851
Cube Numbers,classical,21,1,0.2,34.78,10,11,hanstan,Cube (Intel G860),2016,0.2,50000,1536,363,1380,480,529,64,79,227
Cube Root,classical,0,0,0.33,16.64,23,12,Thanh-Vy Hua,Cube (Intel G860),2005,5,50000,1536,205,2296,382,955,191,451,314
Cubic Eight-Puzzle,classical,0,0,1.6,42.86,0,0,Race with time,Cube (Intel G860),2010,1.026,50000,1536,9,33,13,11,1,0,8
Cubist Artwork,classical,0,0,0.19,68.06,1,1,John Mario,Cube (Intel G860),2011,0.485,50000,1536,385,623,424,125,41,21,12
Cuckoo Hashing,classical,1,0,0.45,27.93,17,1,Andres Galvis,Cube (Intel G860),2009,0.132,50000,1536,138,641,179,302,28,54,76
CURD PRODUCERS,classical,1,0,0.28,38.72,21,13,cegprakash,Cube (Intel G860),2014,2,50000,1536,245,966,374,324,72,76,116
Customs,classical,0,0,1.54,30.91,0,0,Mateus Dantas [ UFCG ],Cube (Intel G860),2012,3.5,50000,1536,11,55,17,16,0,1,21
Cut The Rope,classical,0,0,1.95,0,0,0,Tjandra Satria Gunawan,Cube (Intel G860),2013,50,50000,1536,0,27,0,20,0,0,6
Cut the Silver Bar,classical,26,7,0.02,57.79,4,13,John Mario,Cube (Intel G860),2011,0.241,50000,1536,3600,6833,3949,2245,424,92,120
Cutting off Squares,classical,0,0,0.32,41.57,0,0,adrian,Cube (Intel G860),2004,3,50000,1536,209,658,274,299,39,16,30
Cutting out,classical,1,0,0.31,38.53,28,23,adrian,Cube (Intel G860),2004,5,50000,1536,220,750,289,220,43,83,115
Cvjetici,classical,11,0,0.11,49.74,10,17,Race with time,Cube (Intel G860),2009,0.203,2000,1536,698,1952,971,485,105,94,296
CWC-2015,classical,6,0,0.56,15.15,17,17,Najmuzzaman,Cube (Intel G860),2015,5,50000,1536,102,1096,166,440,92,173,225
Cybercrime Donut Investigation,classical,1,0,0.93,26.81,17,34,David García Soriano,Cube (Intel G860),2011,10.87,50000,1536,45,235,63,87,9,16,56
Cylinder,classical,2,0,0.09,38.87,9,26,Adrian Kuegel,Cube (Intel G860),2007,0.734,50000,1536,855,2843,1105,1294,289,68,86
D - Alphabetomials,classical,0,0,1.57,55,0,0,Alvaro Javier Medina Balboa,Cube (Intel G860),2010,0.709,50000,1536,10,20,11,2,2,0,5
D - Playing with Marbles,classical,16,2,0.03,71.63,5,6,Alvaro Javier Medina Balboa,Cube (Intel G860),2010,0.14,50000,1536,2731,4106,2941,603,401,70,86
D-query,classical,161,3,0.02,30.4,19,24,Duc,Cube (Intel G860),2008,0.227,50000,1536,3703,22729,6909,5108,1357,2827,6491
Dab of Backpack,classical,11,1,0.14,23.01,21,17,Fudan University Problem Setters,Cube (Intel G860),2007,1,50000,1536,511,3099,713,1730,208,290,151
Daenerys wants to Conquer,classical,0,0,1.74,33.33,0,0,Adarsh kumar,Cube (Intel G860),2016,0.2,50000,1536,5,15,5,4,0,3,3
Dance Floor,classical,2,0,0.13,38.79,12,12,Michał Czuczman,Cube (Intel G860),2004,2.4,50000,1536,599,2007,778,872,92,155,106
Dancing Cows,classical,13,1,0.22,23.52,16,21,Se7s,Cube (Intel G860),2013,1,50000,1536,324,1888,444,1013,225,60,141
Dandiya Night and Violence,classical,7,0,1.05,40.88,1,5,VV,Cube (Intel G860),2015,1,50000,1536,35,137,56,51,5,16,9
Dark Assault,classical,0,0,1.21,31.07,0,0,Venezuelan Programming League,Cube (Intel G860),2012,25,50000,1536,25,103,32,51,3,13,4
Dark roads,classical,11,1,0.13,48.04,14,12,abdelkarim,Cube (Intel G860),2013,0.121,50000,1536,560,1630,783,456,79,97,215
Darts,classical,1,0,1.16,67.39,0,0,David García Soriano,Cube (Intel G860),2011,3.025,50000,1536,28,46,31,4,3,2,6
