name,type,thumbs_up,thumbs_down,score,ac_percent,imple_diff,concept_diff,author,cluster,year,time_limit,source_limit,mem_limit,user_ac,total_sub,total_ac,total_wa,ct_error,rt_error,total_tle
Guess The Maximum,2,2,0,0,43.37,1,9,imranziad,Cube (Intel G860),2016,0.5,50000,1536,111,275,130,115,11,8,5
Guess the Number,1,8,0,0.04,32.6,5,10,Pablo Ariel Heiber,Cube (Intel G860),2010,2.95,50000,1536,1964,7822,2550,3486,397,917,458
Guess the Number,2,1,0,0,19.16,0,0,Tomek Noiński,Cube (Intel G860),2007,0.1,50000,1536,894,5350,1025,568,516,120,2450
Guess The Number With Lies v3,1,0,0,1.82,25.16,0,0,miodziu,Cube (Intel G860),2013,3,50000,1536,3,155,39,85,5,18,8
Guess the Numbers,1,0,0,0.53,43.6,0,0,David García Soriano,Cube (Intel G860),2011,0.583,50000,1536,111,344,150,90,13,63,27
Guess the Queue,1,3,0,0.86,34.44,17,23,Rezwan,Cube (Intel G860),2016,4,50000,1536,52,180,62,59,14,20,25
Gupta ji Birthday !!,1,6,1,0.71,32.37,20,15,APC,Cube (Intel G860),2016,5,50000,1536,72,278,90,117,6,22,43
Gutibazi,1,10,4,0.25,69.34,2,5,imranziad,Cube (Intel G860),2016,1,50000,1536,285,499,346,119,10,14,8
GX Light Pipeline Inc,1,0,0,0.73,33.33,0,0,Michał Czuczman,Cube (Intel G860),2004,1,50000,1536,69,297,99,138,46,8,4
Gyanbabas Admission Test,1,0,2,0.94,16.95,1,17,Sourav Sen Tonmoy,Cube (Intel G860),2015,5.5,50000,1536,44,419,71,188,24,32,104
H Function,2,0,0,0,37.08,0,0,leandro,Cube (Intel G860),2010,0.158,50000,1536,90,712,264,160,48,76,164
H Number,2,0,0,0,55,0,0,Sharaf,Cube (Intel G860),2013,0.49,50000,1536,135,260,143,96,14,6,1
Ha-noi!,1,0,0,0.19,42.59,0,0,Simon,Cube (Intel G860),2005,2,8082,1536,377,1511,643,395,169,194,110
Hablu and Bablu,1,0,0,0.43,19.02,0,0,Bidhan,Cube (Intel G860),2011,0.132,25000,1536,143,2166,412,600,102,312,739
Hablu Wants to Buy,1,4,2,0.15,58.53,6,7,Ruhan Habib,Cube (Intel G860),2015,1,50000,1536,481,856,501,286,37,15,11
Hackers,1,2,0,0.45,30.02,0,0,Pablo Ariel Heiber,Cube (Intel G860),2010,5.157,50000,1536,137,663,199,78,45,74,267
Hackers,1,0,0,1.36,22.22,0,0,Ivan Šego,Cube (Intel G860),2013,1,50000,1536,18,162,36,77,10,15,23
HACKERS AND KILLER NUMBER,2,0,0,0,60,0,0,Gaurav Jain,Cube (Intel G860),2013,1,50000,1536,9,15,9,5,1,0,0
Hacking,1,4,0,0.53,17.04,23,23,Adrian Kuegel,Cube (Intel G860),2010,0.402,50000,1536,110,1596,272,528,43,265,486
Hacking the random number generator,1,29,3,0.02,36.64,6,6,vijay,Cube (Intel G860),2011,0.195,50000,1536,3310,11682,4280,1404,1006,2357,2608
hai jolly jolly jolly,1,2,0,0.07,33.4,9,12,jack(chakradarraju),Cube (Intel G860),2012,1,50000,1536,1174,4251,1420,1581,313,270,660
Hailstone,2,0,0,0,0,0,0,Nathan,Cube (Intel G860),2015,1,50000,1536,0,0,0,0,0,0,0
HAIRY FLU,2,0,0,0,50,0,0,arun,Cube (Intel G860),2013,2,50000,1536,1,4,2,0,0,2,0
Hall of Fountains,1,1,0,1.6,35.19,17,17,abdelkarim,Cube (Intel G860),2013,0.158,50000,1536,9,54,19,12,3,9,11
Halloween treats,1,3,0,0.11,40.98,17,21,Simon,Cube (Intel G860),2007,2.235,50000,1536,685,2349,962,731,106,281,268
Halt The War,1,5,1,0.39,31.62,26,23,Venezuelan Programming League,Cube (Intel G860),2012,0.15,50000,1536,165,1009,319,398,45,59,185
Halum and Candies,1,1,0,1.1,26.8,0,0,imranziad,Cube (Intel G860),2017,1,50000,1536,32,153,41,80,15,4,13
Hamiltonian Cycles,1,0,0,1.33,24.32,0,0,acheron,Cube (Intel G860),2014,1.416,50000,1536,19,111,27,55,16,4,8
Hamster flight,1,6,0,0.08,47.73,3,10,Spooky,Cube (Intel G860),2009,0.418,50000,1536,926,2617,1249,991,119,29,222
Hamster Flight 2,1,0,0,1.04,22.53,0,0,Spooky,Cube (Intel G860),2010,0.332,50000,1536,36,182,41,71,10,12,48
Hamsters,1,0,0,1.25,30.36,34,42,Tooru Ichii,Cube (Intel G860),2013,1,50000,1536,23,112,34,38,6,2,32
Hang or not to hang,1,0,0,0.81,18.72,0,0,adrian,Cube (Intel G860),2004,3,50000,1536,58,358,67,123,44,53,71
Hangover,1,38,15,0.01,63.98,3,3,Wanderley Guimarăes,Cube (Intel G860),2006,0.213,50000,1536,11316,19333,12369,4530,1222,585,611
Hanoi Calls,1,0,0,0.33,55.53,0,0,Prasanna,Cube (Intel G860),2007,0.194,50000,1536,198,416,231,75,38,23,49
Hanoi Subway System Construction,1,0,0,1.21,32.53,0,0,Duc,Cube (Intel G860),2009,1,50000,1536,25,83,27,45,7,3,1
Happiness,1,0,0,1.9,14.29,0,0,Raihat Zaman Neloy,Cube (Intel G860),2016,1,50000,1536,1,28,4,4,4,6,10
Happiness at the lowest cost,1,0,0,1.86,0.77,0,0,Mateus Dantas [ UFCG ],Cube (Intel G860),2012,0.1,50000,1536,2,259,3,71,20,10,155
Happiness for all,1,1,0,0.7,54.09,17,9,Fidel Schaposnik,Cube (Intel G860),2015,3,50000,1536,73,220,119,67,12,12,10
Happy Birthday !!!,2,0,0,0,33.44,0,0,Shipu Ahamed,Cube (Intel G860),2013,1,50000,1536,83,305,102,128,37,31,7
Happy Coins,1,12,2,0.04,56.46,3,8,Kumar Anurag,Cube (Intel G860),2010,1,50000,1536,1928,3833,2164,1188,221,204,53
Happy Days,1,0,0,0.96,45.74,0,0,Spooky,Cube (Intel G860),2010,0.73,50000,1536,42,94,43,11,7,13,19
Happy Numbers I,1,41,6,0.01,53.87,7,7,Rofael Emil,Cube (Intel G860),2010,0.162,50000,1536,6240,13540,7294,3372,882,981,992
Happy Numbers II,1,0,0,0.13,15.21,26,17,Rofael Emil,Cube (Intel G860),2010,0.23,50000,1536,568,5786,880,553,397,402,3544
Happy Numbers II - Trial,2,1,0,0,49.96,17,17,Rofael Emil,Cube (Intel G860),2010,0.979,50000,1536,273,2748,1373,506,165,154,547
Happy Sequence,2,0,0,0,74.19,0,0,balaji,Cube (Intel G860),2009,3.599,50000,1536,241,399,296,26,47,20,10
Happy Telephones,1,0,0,0.26,49.57,0,0,David García Soriano,Cube (Intel G860),2011,0.271,50000,1536,266,691,342,172,43,49,84
Happy Telephones,2,0,0,0,49.41,0,0,Gareev,Cube (Intel G860),2010,0.14,50000,1536,245,757,374,139,40,83,121
Happy Valentine Day (Valentine Adventure Game),1,0,0,1.74,38.46,0,0,Tjandra Satria Gunawan,Cube (Intel G860),2014,0.31,50000,1536,5,13,5,7,1,0,0
Happy Valentine Day (Valentine Maze Game),1,1,0,0.56,38.49,0,0,Tjandra Satria Gunawan,Cube (Intel G860),2013,0.643,50000,1536,101,543,209,98,44,40,144
Hard Launching,1,5,1,0.05,59.01,8,3,david_8k,Cube (Intel G860),2012,0.158,50000,1536,1536,3176,1874,951,162,46,143
Hard Problem,1,0,0,1.43,40,0,0,Fudan University Problem Setters,Cube (Intel G860),2007,0.1,50000,1536,15,40,16,15,3,4,2
Hard Question,1,0,0,0.57,30.61,0,0,Roman Sol,Cube (Intel G860),2005,5,30000,1536,99,428,131,159,35,66,36
Hard to solve,2,0,0,0,63.59,1,1,Mohamed Ali,Cube (Intel G860),2013,0.1,50000,1536,200,412,262,111,14,14,9
HardDisk Drive,2,0,0,0,58.62,0,0,Aditya Dixit,Cube (Intel G860),2014,3,50000,1536,17,28,16,8,0,1,0
HARDWARE,2,0,0,0,41.76,0,0,Fabio Avellaneda,Cube (Intel G860),2009,60,50000,1536,73,182,76,71,25,5,5
Hardware upgrade,1,0,0,0.92,32.97,0,0,Raziman T V,Cube (Intel G860),2012,0.1,50000,1536,46,185,61,91,12,12,8
Hares and Foxes,1,0,1,0.58,10.79,0,0,adrian,Cube (Intel G860),2004,5,50000,1536,96,1529,165,882,150,243,89
Harish and his rooks puzzle,1,0,0,0.96,34.92,0,0,gohan,Cube (Intel G860),2016,1,50000,1536,42,126,44,68,4,9,1
Harry and big doughnuts,2,8,1,0,51.58,5,5,wiele,Cube (Intel G860),2009,1,50000,1536,5723,12729,6566,2343,2421,1229,162
HARRY POTTER AND THE FORBIDDEN FOREST,1,4,0,0.78,22.59,26,11,Adarsh kumar,Cube (Intel G860),2016,0.2,50000,1536,61,363,82,40,21,42,178
Hash it!,1,8,1,0.04,21.56,12,3,mima,Cube (Intel G860),2004,3,50000,1536,1821,13318,2871,8026,864,1317,229
Hashcodes and primes,1,1,0,1.45,57.58,0,0,CSI,Cube (Intel G860),2013,0.415,50000,1536,14,33,19,9,1,3,1
Hashing,1,1,0,1.11,13.57,34,34,Minilek,Cube (Intel G860),2008,3.609,50000,1536,31,398,54,183,26,23,110
Haunted Graveyard,1,0,0,1.05,16.46,0,0,David García Soriano,Cube (Intel G860),2011,0.927,50000,1536,35,243,40,122,17,22,42
Haybale stacking,1,11,2,0.07,36.04,12,16,სვანიძე,Cube (Intel G860),2012,0.139,50000,1536,1032,3815,1375,850,277,357,952
Hazzat’s Query,1,0,0,0.8,29.93,0,0,Najmuzzaman,Cube (Intel G860),2014,0.4,50000,1536,59,294,88,94,6,27,79
He is Lazy,1,0,0,0.5,38.71,0,0,Pablo Ariel Heiber,Cube (Intel G860),2011,2.355,50000,1536,118,589,228,235,48,26,52
He is offside!,1,28,15,0.01,49.87,3,3,Camilo Andrés Varela León,Cube (Intel G860),2007,0.163,50000,1536,6396,14413,7188,5221,1043,629,315
Headshot,1,5,0,0.06,36.44,9,17,Gareev,Cube (Intel G860),2010,0.208,50000,1536,1202,3814,1390,1833,282,258,39
Heart Smuggler,2,0,0,0,82.5,0,0,kousik,Cube (Intel G860),2013,0.5,50000,1536,60,240,198,0,42,0,0
Heavy Sequences,1,0,0,0.74,17.89,34,34,gustav,Cube (Intel G860),2009,0.219,50000,1536,67,654,117,405,27,28,77
Height of Expectation,1,0,0,0.26,55.06,1,6,dce coders,Cube (Intel G860),2013,1,50000,1536,269,534,294,190,43,4,3
Hello Intercal!,1,1,0,0.41,64.34,34,26,Mostafa 36a2,Cube (Intel G860),2013,7,50000,1536,154,244,157,39,5,39,0
Hello Kitty,2,6,0,0,44.98,5,1,Daniel Gómez Didier,Cube (Intel G860),2009,0.209,50000,1536,3972,10373,4666,2944,1062,1148,548
"Hello person1, person2 and personN",2,0,0,0,36.17,0,0,Prof. Channa Bankapur,Cube (Intel G860),2014,1,50000,1536,16,46,16,18,2,5,5
Hello Recursion,2,0,0,0,51.2,1,1,Mohamed Ali,Cube (Intel G860),2013,0.119,50000,1536,351,1004,514,241,101,50,98
Hello World!,2,0,1,0,59.64,1,1,Mussab ElDash,Cube (Intel G860),2012,0.642,50000,1536,1008,2235,1333,377,382,117,15
"Hello, World!",2,0,0,0,40.21,0,0,Islam Samir Badreldin,Cube (Intel G860),2012,1,50000,1536,111,291,117,40,134,0,0
helloworld2,2,0,0,0,40,0,0,Fatma,Cube (Intel G860),2016,1,50000,1536,2,5,2,3,0,0,0
Helms Deep,2,0,0,0,41.03,0,0,pradeep,Cube (Intel G860),2009,0.342,50000,1536,115,368,151,96,15,90,16
Help a researcher,1,0,0,0.95,44.44,0,0,Rofael Emil,Cube (Intel G860),2010,0.276,50000,1536,43,162,72,60,5,15,10
HELP ABHISHEK,2,0,0,0,51.25,0,0,Abhishek Mishra,Cube (Intel G860),2012,4,50000,1536,39,279,143,78,15,24,18
HELP ABHISHEK(version-II),1,0,0,1.25,31.76,0,0,Abhishek Mishra,Cube (Intel G860),2012,0.141,50000,1536,23,85,27,17,7,2,32
Help Balaji!,2,0,0,0,49.62,1,1,Kashyap Krishnakumar,Cube (Intel G860),2012,0.219,50000,1536,1123,2503,1242,703,230,175,151
Help Blue Mary Please! (Act I),1,0,0,1.51,1.53,34,17,Fudan University Problem Setters,Cube (Intel G860),2007,5,50000,1536,12,1303,20,723,43,206,311
Help Blue Mary Please! (Act II),1,1,0,0.67,14.2,0,0,Fudan University Problem Setters,Cube (Intel G860),2007,1,50000,1536,78,880,125,172,46,77,459
Help Blue Mary Please! (Act III),1,0,0,1.13,21.63,0,0,Fudan University Problem Setters,Cube (Intel G860),2007,2,50000,1536,30,207,44,57,8,21,77
Help Bob,1,4,0,0.32,30.33,17,22,Adrian Kuegel,Cube (Intel G860),2008,1.783,50000,1536,208,953,289,197,65,59,343
Help BTW,1,1,0,0.57,10.65,17,34,Noob,Cube (Intel G860),2015,2,50000,1536,100,1211,129,651,100,66,261
Help Conan 8 !! Hurry up !!,2,0,0,0,3.14,0,0,ConanKudo,Cube (Intel G860),2008,0.1,50000,1536,3,446,14,167,40,40,185
Help Donn,1,0,0,0.75,40,0,0,B.R.ARVIND,Cube (Intel G860),2013,1,50000,1536,65,195,78,113,4,0,0
Help Dr Whooves,1,1,0,1.01,47.31,17,34,Alex Anderson,Cube (Intel G860),2011,0.1,50000,1536,38,93,44,23,2,4,20
Help Feluda with mathematical equations,1,1,0,0.29,22.13,17,17,praveen123,Cube (Intel G860),2013,0.275,50000,1536,239,1617,357,495,60,254,451
Help Hemant Verma,1,0,0,0.91,15.17,17,17,Hemant Verma,Cube (Intel G860),2009,0.1,50000,1536,47,401,60,135,18,97,91
Help Kejriwal,1,2,0,1.36,43.14,17,34,Sanket Singhal,Cube (Intel G860),2015,1,50000,1536,18,51,22,13,0,6,10
Help Me Please!,1,0,0,1.36,19.05,0,0,dce coders,Cube (Intel G860),2015,0.1,50000,1536,18,105,20,62,3,3,17
Help MR  BEAN,1,0,0,1.63,42.11,1,1,Mrs. Bean,Cube (Intel G860),2012,0.1,50000,1536,8,19,8,7,1,2,1
Help MS Dhoni,2,1,0,0,53.15,17,17,Beer hu !!,Cube (Intel G860),2016,1,50000,1536,55,111,59,20,12,5,15
HELP NERUBAN,2,0,0,0,27.39,0,0,cegprakash,Cube (Intel G860),2012,1.364,50000,1536,119,566,155,223,42,99,46
Help Pikachu,2,0,0,0,79.31,0,0,n.7n,Cube (Intel G860),2013,1,50000,1536,21,29,24,0,5,0,0
Help Professor,1,5,0,0.21,46.43,8,11,Savan Popat,Cube (Intel G860),2013,1,50000,1536,347,812,377,381,28,9,13
Help R2-D2!,1,3,0,0.14,31.23,30,30,Adrian Kuegel,Cube (Intel G860),2004,7,50000,1536,539,2933,916,754,181,523,558
Help Rarity Collect Crystals,1,0,0,1.36,17.52,0,0,Alex Anderson,Cube (Intel G860),2013,5,20000,1536,18,137,24,67,4,4,38
Help Santa,2,0,0,0,49.18,0,0,n.7n,Cube (Intel G860),2013,1,50000,1536,29,61,30,20,7,4,0
HELP SHELDON,1,6,1,0.16,38.15,4,6,mombassa,Cube (Intel G860),2016,1,50000,1536,445,1232,470,416,63,17,265
Help the Airline Company,1,0,0,1.57,23.81,0,0,Adrian Satja Kurdija,Cube (Intel G860),2011,0.143,50000,1536,10,42,10,8,2,16,6
Help the Commander in Chief,1,16,1,0.24,31.85,14,16,rizwan hudda,Cube (Intel G860),2012,0.714,50000,1536,291,1284,409,413,48,147,267
Help the Heroes,1,6,3,0.27,28.96,12,16,mombassa,Cube (Intel G860),2014,1,50000,1536,255,1060,307,182,95,122,353
Help the Librarian of ISM 200 Points,2,0,0,0,73.33,0,0,Ankit Kumar Vats ,Cube (Intel G860),2013,1,50000,1536,22,30,22,3,2,3,0
Help the Military Recruitment Office!,1,3,1,0.18,12.92,13,1,mima,Cube (Intel G860),2004,30,50000,1536,402,6948,898,2242,442,1655,1700
Help the old King,1,2,0,0.36,48.6,17,17,praveen123,Cube (Intel G860),2013,1,50000,1536,180,569,277,165,36,49,39
Help the problem setter,1,0,0,0.6,45.14,0,0,Adrian Kuegel,Cube (Intel G860),2005,0.714,50000,1536,93,257,116,93,35,11,2
Help The Scorers,2,0,0,0,85.29,0,0,Syntax Terror,Cube (Intel G860),2013,0.1,50000,1536,25,34,29,2,3,0,0
Help the soldier,1,15,0,0.07,29.58,9,13,Pripoae Toni,Cube (Intel G860),2008,0.109,2048,1536,1057,4544,1344,1799,265,746,387
Help the statistics department,2,2,0,0,42.96,9,17,rizwan hudda,Cube (Intel G860),2012,0.346,50000,1536,37,134,57,25,13,13,26
Help Tohu,1,8,0,0.05,49.1,5,28,Efim,Cube (Intel G860),2011,0.643,50000,1536,1730,4389,2155,1034,298,105,796
Help Vishnu with his points,1,0,0,1.78,23.81,0,0,Aswin Murugesh,Cube (Intel G860),2013,1,50000,1536,4,21,5,16,0,0,0
Help Your Commander,1,0,0,1.74,59.52,0,0,crbonilha,Cube (Intel G860),2013,0.189,50000,1536,5,42,25,4,0,4,9
HELPER,1,0,0,1.7,75,0,0,Shivam Mishra,Cube (Intel G860),2013,2,50000,1536,6,8,6,2,0,0,0
Helping grandpa Laino,2,0,0,0,51.47,1,1,Fidel Schaposnik,Cube (Intel G860),2016,1,50000,1536,26,68,35,26,2,4,1
Helping Igor,1,2,1,0.66,33.65,9,1,Samuel Nacache,Cube (Intel G860),2013,1,50000,1536,80,312,106,145,14,26,19
Helping Jar Jar Binks,1,4,0,0.84,21,21,26,Samuel Nacache,Cube (Intel G860),2015,1,50000,1536,54,438,92,203,11,51,81
Helping Susy,1,0,0,1.18,26.67,0,0,Samuel Nacache,Cube (Intel G860),2013,1,50000,1536,27,240,64,79,10,45,41
Heptadecimal Numbers,1,5,0,0.07,34.94,1,5,Pablo Ariel Heiber,Cube (Intel G860),2010,0.383,50000,1536,1105,3935,1375,1252,264,558,485
Herbicide,1,0,0,1.63,22.73,0,0,Fudan University Problem Setters,Cube (Intel G860),2011,7,50000,1536,8,44,10,17,3,6,8
Herding,1,32,1,0.04,37.43,14,14,JaceTheMindSculptor,Cube (Intel G860),2009,0.195,50000,1536,1965,6693,2505,2839,320,510,500
Here Be Dragons,2,2,0,0,53.31,1,1,Varun Jalan,Cube (Intel G860),2011,0.222,50000,1536,1651,4074,2172,1208,445,139,109
Here be ducks,2,0,0,0,21.43,0,0,Rocker3011,Cube (Intel G860),2012,0.349,5000,1536,264,1610,345,1060,71,62,63
Here We Go(relians) Again,1,1,0,0.56,52.61,9,9,Nikola P Borisov,Cube (Intel G860),2008,5,50000,1536,102,211,111,51,22,16,9
Here-There,1,0,0,1.27,25.73,0,0,Fudan University Problem Setters,Cube (Intel G860),2007,0.2,50000,1536,22,171,44,76,26,12,13
Heroes Arrangement,1,0,0,1.63,11.21,0,0,Fudan University Problem Setters,Cube (Intel G860),2009,2,50000,1536,8,107,12,71,2,4,18
Hex Tile Equations,1,0,0,1.14,39.51,0,0,Nikola P Borisov,Cube (Intel G860),2008,2.236,50000,1536,29,81,32,19,8,20,2
Hexadecimal value of Pi,1,1,0,1.33,58.24,50,34,miodziu,Cube (Intel G860),2014,5,50000,1536,19,91,53,7,15,4,12
Hexagon,1,0,0,0.75,49.65,0,0,Adrian Kuegel,Cube (Intel G860),2005,13.33,50000,1536,66,143,71,40,23,4,5
Hexagonal Board,1,3,0,0.14,62.03,12,6,Pablo Ariel Heiber,Cube (Intel G860),2010,1.903,50000,1536,513,1035,642,184,81,74,54
Hexagonal Parcels,1,0,0,0.72,28.96,0,0,Rafal,Cube (Intel G860),2007,0.419,50000,1536,70,297,86,80,24,28,79
Hexagram,1,1,0,1.31,54.93,34,34,Joshua Kirstein,Cube (Intel G860),2015,3,50000,1536,20,71,39,11,1,2,18
Hi6,1,1,0,1.11,15.98,17,17,Daniel Ampuero,Cube (Intel G860),2010,1.447,50000,1536,31,363,58,129,26,49,100
Hiccup And Lucky Dragons,1,0,0,1.67,8.65,17,17,XeRoN!X,Cube (Intel G860),2015,1,50000,1536,7,104,9,21,7,3,64
Hidden Couple,2,1,0,0,43.61,1,1,Asha,Cube (Intel G860),2016,1,50000,1536,92,227,99,115,13,0,0
Hidden Triangle,1,0,0,1.6,28.85,0,0,Duc,Cube (Intel G860),2008,0.136,50000,1536,9,52,15,18,1,4,14
Hierarchy,1,5,1,0.21,36.85,12,26,Adrian Satja Kurdija,Cube (Intel G860),2011,0.119,50000,1536,344,1251,461,485,43,65,194
Higgs Boson,1,0,0,0.94,22.22,0,0,Diego Satoba,Cube (Intel G860),2008,0.232,50000,1536,44,225,50,140,19,11,5
High and Low,1,0,0,0.83,12.96,0,0,Fernando Fonseca [ITA],Cube (Intel G860),2012,0.296,50000,1536,55,764,99,344,29,114,178
High Mountains,1,0,0,1.16,13.16,34,34,Fidel Schaposnik,Cube (Intel G860),2012,3,50000,1536,28,380,50,214,7,26,83
Highest,2,0,0,0,81.69,0,0,Joaquin,Cube (Intel G860),2014,1,50000,1536,37,71,58,0,13,0,0
Highly Spiritual Baba,1,6,0,0.7,33.57,13,13,imranziad,Cube (Intel G860),2015,0.5,50000,1536,73,283,95,90,8,27,63
Highschool Homework,1,2,0,1.29,19.65,26,26,Hodobox,Cube (Intel G860),2017,1,50000,1536,21,229,45,168,12,2,2
Highway,1,0,0,0.88,21.6,0,0,Fudan University Problem Setters,Cube (Intel G860),2009,2,50000,1536,50,485,105,231,13,58,77
Highway - MSE07F,2,0,0,0,66.67,0,0,~!(*(@*!@^&,Cube (Intel G860),2009,0.2,50000,1536,4,6,4,1,1,0,0
Highway Patrol,1,0,0,1.57,48.08,0,0,Mir Wasi Ahmed,Cube (Intel G860),2009,0.496,50000,1536,10,52,25,17,1,1,8
Highways,1,1,0,0.14,34.19,26,26,Piotr Łowiec,Cube (Intel G860),2004,7,50000,1536,530,2963,1013,1117,238,304,289
Highways,1,25,2,0.03,38.19,12,12,Daniel Gómez Didier,Cube (Intel G860),2008,0.516,50000,1536,2256,8822,3369,2239,639,1289,1279
Hike on a Graph,1,6,0,0.11,40.71,21,27,Adrian Kuegel,Cube (Intel G860),2005,0.869,50000,1536,688,2120,863,633,210,197,216
Hilbert Curve,1,0,0,1.63,9.45,0,0,Fudan University Problem Setters,Cube (Intel G860),2007,0.5,50000,1536,8,127,12,21,40,9,45
Hippo and Bloody Jungle,1,1,0,1.19,40.48,17,17,Md Abdul Alim,Cube (Intel G860),2014,0.5,50000,1536,26,84,34,31,10,5,4
Histogram,1,12,0,0.09,50.59,17,20,Swarnaprakash,Cube (Intel G860),2008,0.366,50000,1536,879,2218,1122,430,122,101,440
Histology Assistant,1,0,0,1.74,35.48,17,17,abdelkarim,Cube (Intel G860),2013,0.1,50000,1536,5,31,11,17,1,1,1
History of Languages,1,0,0,1.25,13.97,0,0,Fudan University Problem Setters,Cube (Intel G860),2009,5,50000,1536,23,272,38,116,23,80,15
Hit or Miss,1,0,1,0.5,44.74,0,0,Adrian Kuegel,Cube (Intel G860),2005,0.29,50000,1536,120,304,136,122,30,5,11
HNumbers,1,1,0,0.37,25.95,9,34,Mateus Dantas [ UFCG ],Cube (Intel G860),2012,0.4,50000,1536,176,1287,334,320,53,95,484
Hofstadter–Conway 10000 dollar sequence,1,1,0,1.82,64.71,0,0,Min_25,Cube (Intel G860),2016,2,50000,1536,3,17,11,1,0,2,3
Hogwarts,1,0,0,1.95,0,0,0,Gabriel Menacho,Cube (Intel G860),2014,1,50000,1536,0,8,0,6,2,0,0
Holiday Accommodation,1,1,0,0.68,39.39,0,0,Bin Jin,Cube (Intel G860),2011,0.738,50000,1536,77,297,117,57,29,33,61
Homecoming,1,0,0,1.45,20.99,0,0,Troika::Bytes,Cube (Intel G860),2010,0.166,50000,1536,14,81,17,49,3,4,8
Homemade Asteroids,1,1,0,0.82,23.35,17,17,SourSpinach,Cube (Intel G860),2013,4,50000,1536,57,364,85,202,30,14,33
Homework,1,2,0,0.36,21.69,12,28,Pablo Ariel Heiber,Cube (Intel G860),2010,51.85,50000,1536,180,2112,458,561,140,248,701
Homo or Hetero,1,8,0,0.07,38.37,3,9,Daniel Ampuero,Cube (Intel G860),2010,3,50000,1536,1111,4371,1677,785,263,202,1435
Honda and Kagawa,1,2,0,0.37,48.62,1,17,forthright48,Cube (Intel G860),2014,1,50000,1536,175,434,211,164,35,8,15
Hop Do not Walk,1,2,0,0.45,34.44,17,17,Mohammad Kotb,Cube (Intel G860),2009,2.314,50000,1536,135,540,186,152,25,42,135
Horace and his primes,1,1,0,0.3,43.78,17,17,Fidel Schaposnik,Cube (Intel G860),2013,1,50000,1536,223,980,429,166,46,56,282
Horizontally Visible Segments,1,0,0,0.46,29.1,0,0,adrian,Cube (Intel G860),2004,3.25,50000,1536,133,622,181,207,48,81,105
Horrible Grid,2,0,0,0,32.45,0,0,Md Abdul Alim,Cube (Intel G860),2015,1,50000,1536,42,149,49,84,6,8,2
Horrible Problem,2,1,0,0,51.75,1,50,dce coders,Cube (Intel G860),2013,1,50000,1536,62,143,74,36,21,5,3
Horrible Queries,1,177,2,0.02,28.73,20,20,Iqram Mahmud,Cube (Intel G860),2010,2.329,50000,1536,5104,32821,9428,13539,1635,3735,4462
Hospital at Hands,1,0,0,1.27,23.08,0,0,Ajay Somani,Cube (Intel G860),2008,0.238,50000,1536,22,104,24,48,7,6,19
Hotel Floors,2,1,0,0,42.36,1,17,Prasanna,Cube (Intel G860),2006,0.158,50000,1536,418,1171,496,365,128,134,45
Hotels Along the Croatian Coast,1,103,1,0.02,41.65,11,13,Adrian Satja Kurdija,Cube (Intel G860),2011,0.184,50000,1536,5019,15999,6664,3524,1060,1155,3577
Hotline,1,0,0,0.42,27.92,0,0,adrian,Cube (Intel G860),2004,2,50000,1536,151,591,165,257,66,73,29
House Buying Optimizations,1,0,0,1.9,15,0,0,Chen Xiaohong,Cube (Intel G860),2017,8,50000,1536,1,20,3,14,0,0,3
House Fence,1,4,0,0.56,29.34,9,21,Andy,Cube (Intel G860),2014,1,50000,1536,102,559,164,229,41,76,46
Houses,1,0,0,1.25,28.79,0,0,sieunhan,Cube (Intel G860),2009,1.996,50000,1536,23,132,38,76,5,9,4
How many can you sort?,1,6,0,1.19,46.96,11,14,cegprakash,Cube (Intel G860),2016,1,50000,1536,26,115,54,50,2,1,8
How many Fibs,2,0,0,0,26.73,0,0,Adrian Kuegel,Cube (Intel G860),2005,2.723,50000,1536,534,4086,1092,1715,456,524,299
HOW MANY GAMES,1,31,2,0.03,25.4,14,12,cegprakash,Cube (Intel G860),2012,0.185,50000,1536,2625,12254,3113,5936,990,422,1763
How many Islands,2,3,0,0,35.68,6,12,Adrian Kuegel,Cube (Intel G860),2007,3.087,50000,1536,436,1606,573,555,136,280,62
How many match?,2,0,0,0,46.15,0,0,Murad,Cube (Intel G860),2016,1,50000,1536,9,32,14,14,4,0,0
How Many Plusses,1,3,0,0.45,30.5,12,17,Adrian Satja Kurdija,Cube (Intel G860),2011,0.765,50000,1536,138,705,215,212,32,107,139
How Many Primes,2,0,0,0,40.7,0,0,Shafaet,Cube (Intel G860),2013,1,50000,1536,111,597,243,275,41,26,12
How many subsequences,1,0,0,0.66,8.36,0,0,Pripoae Toni,Cube (Intel G860),2008,0.1,50000,1536,81,1626,136,481,63,82,864
How Many Trees 1,2,0,0,0,30.91,0,0,刘启鹏,Cube (Intel G860),2010,0.1,3000,1536,14,55,17,11,0,1,26
How Many Trees 2,2,0,0,0,56.52,0,0,刘启鹏,Cube (Intel G860),2010,0.1,50000,1536,12,23,13,9,0,0,1
How many words(SHELL),2,0,0,0,40,0,0,cegprakash,Cube (Intel G860),2012,1,500,1536,2,20,8,4,0,8,0
How to Handle the Fans,1,18,3,0.1,52.69,12,14,Ankit Kumar Vats ,Cube (Intel G860),2013,1,50000,1536,784,1898,1000,171,124,327,270
