name,type,thumbs_up,thumbs_down,score,ac_percent,imple_diff,concept_diff,author,cluster,year,time_limit,source_limit,mem_limit,user_ac,total_sub,total_ac,total_wa,ct_error,rt_error,total_tle
abdou set,1,0,0,0.96,53.51,0,0,abdelkarim,Cube (Intel G860),2013,0.5,5000,1536,42,185,99,77,2,2,5
abs(a-b) I,1,36,3,0.03,47.57,4,9,Raihat Zaman Neloy,Cube (Intel G860),2014,1,50000,1536,2719,6884,3275,2262,448,275,603
Absurd prices,1,0,0,0.2,25.39,1,1,Adrian Kuegel,Cube (Intel G860),2010,0.219,50000,1536,360,2206,560,953,172,104,417
Acceptable numbers,1,1,0,1,13.93,9,26,Grzegorz Spryszyński,Cube (Intel G860),2015,1,50000,1536,39,323,45,199,10,17,52
Accomodate the palace,1,1,0,0.17,49.67,17,34,Abhilash I,Cube (Intel G860),2006,3,50000,1536,420,1053,523,343,67,50,70
Accumulate Cargo,1,1,0,0.66,26.14,34,1,Prasanna,Cube (Intel G860),2007,0.1,50000,1536,80,350,91,183,35,23,18
ACM (ACronymMaker),1,18,2,0.1,30.6,29,25,Camilo Andrés Varela León,Cube (Intel G860),2007,0.1,50000,1536,724,3171,970,1067,260,174,697
Acm Teams,1,19,1,0.08,43.71,2,6,atef,Cube (Intel G860),2015,1,50000,1536,975,2498,1092,1151,114,57,83
Activities,1,23,1,0.11,27.04,14,19,Pablo Ariel Heiber,Cube (Intel G860),2010,2.365,50000,1536,676,3706,1002,1276,246,391,789
Ada and Aphids,1,2,0,1.78,50,26,17,morass,Cube (Intel G860),2017,5,50000,1536,4,12,6,2,0,0,4
Ada and Apple,1,2,0,1.29,37.18,34,26,morass,Cube (Intel G860),2017,3,50000,1536,21,78,29,13,2,11,23
Ada and Birthday,1,2,0,1.78,56,17,17,morass,Cube (Intel G860),2017,3,50000,1536,4,25,14,8,1,0,2
Ada and CAPTCHA,1,4,0,0.99,28.83,13,13,morass,Cube (Intel G860),2017,0.8,50000,1536,40,333,96,55,14,10,158
Ada and Carrot,1,2,0,1.45,49.06,1,26,morass,Cube (Intel G860),2017,9,50000,1536,14,53,26,6,2,1,18
Ada and Cities,1,1,0,1.14,27.19,17,17,morass,Cube (Intel G860),2016,3,50000,1536,29,114,31,48,11,5,19
Ada and Coins,1,3,0,1.48,22.67,17,17,morass,Cube (Intel G860),2017,0.649,50000,1536,13,75,17,17,3,9,29
Ada and Connections,1,0,0,1.7,30.51,0,0,morass,Cube (Intel G860),2017,2,50000,1536,6,59,18,27,2,0,12
Ada and Cucumber,1,1,0,1.6,29.03,0,0,morass,Cube (Intel G860),2017,2.5,50000,1536,9,31,9,14,1,7,0
Ada and Cycle,1,3,1,0.94,26.12,12,28,morass,Cube (Intel G860),2016,3,50000,1536,44,356,93,56,6,9,190
Ada and Database,2,1,0,0,55.56,1,17,morass,Cube (Intel G860),2017,4,50000,1536,5,9,5,2,1,1,0
Ada and Diary,1,0,0,1.48,21.15,0,0,morass,Cube (Intel G860),2017,3,50000,1536,13,104,22,40,19,9,14
Ada and Easy Game,1,2,0,1.31,26.14,17,23,morass,Cube (Intel G860),2016,3,50000,1536,20,88,23,13,4,3,45
Ada and Economy,2,1,0,0,33.33,1,17,morass,Cube (Intel G860),2017,1,50000,1536,1,3,1,2,0,0,0
Ada and Fence,1,3,0,1.48,34.78,12,12,morass,Cube (Intel G860),2016,3,50000,1536,13,69,24,23,4,6,12
Ada and Field,1,9,1,0.7,31.63,17,19,morass,Cube (Intel G860),2016,2,50000,1536,74,607,192,177,36,123,79
Ada and Game,1,18,0,0.42,33.21,11,18,morass,Cube (Intel G860),2016,4.5,50000,1536,148,563,187,255,28,32,61
Ada and GCD,1,4,0,0.94,39,17,12,morass,Cube (Intel G860),2017,2,50000,1536,44,300,117,88,17,16,62
Ada and Homework,1,0,0,1.78,53.12,0,0,morass,Cube (Intel G860),2017,10,50000,1536,4,32,17,3,2,2,8
Ada and Indexing,1,11,0,0.39,46.27,17,16,morass,Cube (Intel G860),2016,6,50000,1536,164,469,217,51,30,105,66
Ada and Island,1,2,0,1.1,55.19,9,9,morass,Cube (Intel G860),2017,2,50000,1536,32,183,101,63,11,8,0
Ada and List,1,4,0,0.76,37.8,14,24,morass,Cube (Intel G860),2016,6.5,50000,1536,64,500,189,68,28,75,137
Ada and Manure,1,7,1,1,69.79,8,22,morass,Cube (Intel G860),2017,1,50000,1536,39,96,67,10,2,4,13
Ada and Mulberry,1,3,0,1.36,44.83,26,34,morass,Cube (Intel G860),2017,8,50000,1536,18,58,26,9,0,4,19
Ada and Nucleobase,1,1,0,1.6,47.06,34,34,morass,Cube (Intel G860),2017,6.5,50000,1536,9,51,24,16,2,1,8
Ada and Numbering,1,4,0,1.21,30.47,26,26,morass,Cube (Intel G860),2017,3,50000,1536,25,128,39,24,6,10,49
Ada and Orange Tree,1,5,0,1.36,38.3,21,26,morass,Cube (Intel G860),2017,2.5,50000,1536,18,94,36,17,3,19,19
Ada and Parties,1,0,0,1.95,0,0,0,morass,Cube (Intel G860),2017,3,50000,1536,0,3,0,0,0,0,3
Ada and Party,1,0,0,1.82,20,0,0,morass,Cube (Intel G860),2017,4,50000,1536,3,15,3,5,0,0,7
Ada and Path,1,2,0,1.18,30.14,17,26,morass,Cube (Intel G860),2016,4,50000,1536,27,146,44,57,4,7,34
Ada and Pear,2,0,0,0,100,0,0,morass,Cube (Intel G860),2017,2,50000,1536,1,1,1,0,0,0,0
Ada and Plants,1,5,0,0.78,39.18,8,14,morass,Cube (Intel G860),2016,3,50000,1536,61,194,76,68,14,12,24
Ada and Plum,1,5,0,1.05,52.69,23,23,morass,Cube (Intel G860),2017,2,50000,1536,35,93,49,19,2,5,18
Ada and Plus,1,4,0,0.7,40.07,12,12,morass,Cube (Intel G860),2016,4,50000,1536,73,277,111,122,11,12,21
Ada and Power,1,2,0,1.63,62.5,17,26,morass,Cube (Intel G860),2017,0.5,50000,1536,8,32,20,7,0,0,5
Ada and Queue,1,11,1,0.26,36.8,15,11,morass,Cube (Intel G860),2016,3.5,50000,1536,270,1250,460,305,90,109,286
Ada and Rain,1,8,1,0.51,49.35,12,16,morass,Cube (Intel G860),2016,3,50000,1536,116,308,152,50,10,33,62
Ada and Rain II,1,2,1,0.82,57.35,17,26,morass,Cube (Intel G860),2017,3.5,50000,1536,57,136,78,12,9,10,27
Ada and Scarecrow,1,0,0,1.86,20,0,0,morass,Cube (Intel G860),2017,2,50000,1536,2,40,8,19,0,0,13
Ada and Species,1,1,0,1.6,42.11,17,17,morass,Cube (Intel G860),2017,6.5,50000,1536,9,38,16,4,0,0,18
Ada and Spring Cleaning,1,7,0,0.53,17.44,17,17,morass,Cube (Intel G860),2016,4,50000,1536,111,1009,176,430,64,169,170
Ada and Teams,1,10,0,0.67,42.13,19,16,morass,Cube (Intel G860),2016,4,50000,1536,79,235,99,43,10,11,72
Ada and Tomato,1,3,0,1.48,22.81,23,30,morass,Cube (Intel G860),2017,2,50000,1536,13,171,39,27,7,12,86
Ada and Travelling Salesman,1,1,0,1.7,66.67,17,17,morass,Cube (Intel G860),2017,3,50000,1536,6,9,6,1,1,1,0
Ada and Trip,1,3,1,0.86,32.44,17,17,morass,Cube (Intel G860),2017,5.5,50000,1536,52,225,73,95,2,8,45
Ada and Tulips,1,1,0,1.78,26.32,34,34,morass,Cube (Intel G860),2017,8,50000,1536,4,19,5,6,0,0,8
Ada and Unique Vegetable,1,0,0,1.38,38.1,42,17,morass,Cube (Intel G860),2017,8,50000,1536,17,84,32,28,2,6,16
Ada and Zoo,1,0,0,1.9,50,0,0,morass,Cube (Intel G860),2017,5,50000,1536,1,2,1,0,1,0,0
Add,2,0,0,0,30.43,0,0,Najmuzzaman,Cube (Intel G860),2014,0.5,50000,1536,4,23,7,15,0,1,0
Add and Multiply,2,0,0,0,21.67,0,0,kojak_,Cube (Intel G860),2013,3,50000,1536,39,203,44,105,52,2,0
Add and Reverse Sums,2,0,0,0,28.67,0,0,Coach UTN FRSF,Cube (Intel G860),2009,0.318,50000,1536,181,750,215,290,81,41,59
Addicted,1,0,0,0.94,51.64,0,0,tille,Cube (Intel G860),2012,0.1,50000,1536,44,122,63,20,1,5,33
Addicted Numbers,2,0,0,0,29.31,0,0,Sandeep Singh Jakhar,Cube (Intel G860),2012,0.1,50000,1536,125,481,141,201,52,30,57
Adding Base36 BigNumbers,2,0,0,0,32.6,0,0,Yandry Perez,Cube (Intel G860),2009,0.375,50000,1536,48,181,59,53,11,26,32
Adding Reversed Numbers,1,54,11,0,48.3,6,4,adrian,Cube (Intel G860),2004,5,50000,1536,38632,102372,49446,23388,18864,9144,1468
Adding Sevens,1,13,0,0.05,33.08,18,6,Ahmed Aly,Cube (Intel G860),2009,0.769,50000,1536,1646,6046,2000,1955,409,958,713
Adding two numbers,2,4,2,0,51.94,4,1,Pripoae Toni,Cube (Intel G860),2008,0.405,1024,1536,5486,14289,7421,1892,4158,618,97
Adding up Triangles,1,0,0,0.46,36.47,0,0,Ahmed Aly,Cube (Intel G860),2009,1.419,50000,1536,133,425,155,127,19,41,83
Adel Challenge,2,0,0,0,40.68,0,0,Sharaf,Cube (Intel G860),2013,0.153,50000,1536,45,118,48,51,11,0,8
Adjacent Bit Counts,1,35,3,0.03,74.87,12,18,Tamer,Cube (Intel G860),2009,3,50000,1536,2278,3740,2800,433,234,121,140
Adjusting Ducks,1,0,0,1.16,26.15,13,26,HNUE,Cube (Intel G860),2014,1,50000,1536,28,130,34,84,6,3,2
Ads Proposal,1,0,0,0.85,23.02,0,0,Fudan University Problem Setters,Cube (Intel G860),2011,2,50000,1536,53,404,93,73,20,65,142
Advanced Battleships,1,1,0,1.25,16.43,0,0,SourSpinach,Cube (Intel G860),2013,4,50000,1536,23,213,35,79,7,74,18
Advanced Edit Distance,1,5,0,0.23,35.03,11,21,Pablo Ariel Heiber,Cube (Intel G860),2010,22.25,50000,1536,303,1316,461,572,99,118,52
Advanced Fruits,1,36,2,0.07,41.14,19,17,Vincenzo Bonifaci,Cube (Intel G860),2011,0.153,50000,1536,1110,3048,1254,1070,198,257,266
Adventure,1,0,0,1.03,35.15,0,0,Rudradev Basak,Cube (Intel G860),2012,3.134,50000,1536,37,164,57,26,10,6,64
Adventure in Moving,1,0,0,1,28.09,0,0,[Retired] Fendy Kosnatha,Cube (Intel G860),2011,0.125,50000,1536,39,178,50,92,8,11,17
Adventure Tourism,1,0,0,1,15.19,0,0,Duc,Cube (Intel G860),2009,0.426,50000,1536,39,316,48,39,13,56,159
Adventurous Chess Masters,1,0,0,1.36,32,0,0,Mostafa Saad,Cube (Intel G860),2011,0.44,50000,1536,18,75,24,33,3,3,12
Aesthetic Text,1,0,0,1.57,45.83,0,0,Tooru Ichii,Cube (Intel G860),2013,1,50000,1536,10,24,11,5,0,0,8
After Hard Party,2,0,0,0,53.44,0,0,Raffaele Ranaldo,Cube (Intel G860),2013,0.209,50000,1536,207,552,295,159,32,22,44
After Party Transfers,1,2,0,1.16,3.74,26,34,Thomas Dybdahl Ahle,Cube (Intel G860),2011,0.346,50000,1536,28,908,34,413,23,118,319
Again Eid Salami,1,1,0,0.88,23.78,26,34,Raihat Zaman Neloy,Cube (Intel G860),2016,1,50000,1536,50,349,83,65,35,116,50
Again Equation,2,1,0,0,27.54,17,17,Md Abdul Alim,Cube (Intel G860),2014,1,50000,1536,18,69,19,24,5,6,10
Age of Empires,1,0,0,1.9,8.33,0,0,Fudan University Problem Setters,Cube (Intel G860),2012,4,50000,1536,1,12,1,0,0,1,10
Aggressive cows,1,326,1,0.01,40.57,16,22,Roman Sol,Cube (Intel G860),2005,2,10000,1536,7854,26777,10864,8742,2238,1413,3480
Aho-Corasick Trie,1,1,0,1.45,10.53,34,17,Chen Xiaohong,Cube (Intel G860),2012,0.262,80000,1536,14,171,18,56,6,38,53
Aibohphobia,1,116,2,0.01,33.6,11,17,Matthew Reeder,Cube (Intel G860),2006,1.94,30000,1536,5715,23286,7825,4540,1942,3999,4958
Air Combat,1,0,0,0.87,18.06,0,0,Hemant Verma,Cube (Intel G860),2009,0.25,2000,1536,51,371,67,78,18,63,145
Air Strike,1,1,0,0.43,24.72,17,17,Mohammad Kotb,Cube (Intel G860),2009,1.357,50000,1536,145,905,224,529,55,50,46
Airplane Parking,1,0,0,0.9,24.29,0,0,Race with time,Cube (Intel G860),2010,0.714,50000,1536,48,247,60,138,8,21,20
Airplane Parking,1,0,0,1.63,30.95,0,0,DVH,Cube (Intel G860),2013,3,50000,1536,8,42,13,15,2,2,10
Ajob Subsequence,1,0,0,0.71,39.82,0,0,Bidhan,Cube (Intel G860),2014,2,50000,1536,71,339,135,124,13,29,36
"Akbar , The great",1,5,1,0.24,16.3,23,17,Prayank Mathur,Cube (Intel G860),2014,1,50000,1536,290,2424,395,1285,170,252,320
Alaska,1,12,1,0.03,35.13,4,3,Ali Arous,Cube (Intel G860),2011,4.849,50000,1536,2489,7825,2749,4365,442,143,109
Alchemy,2,0,0,0,55.23,0,0,Spooky,Cube (Intel G860),2009,0.234,50000,1536,300,650,359,152,43,23,73
Alchemy,2,1,0,0,39.76,1,1,Pablo Ariel Heiber,Cube (Intel G860),2010,0.31,50000,1536,2200,6152,2446,2714,492,248,251
Alia and 3 Khans,1,0,0,0.78,31.75,34,17,pranjuldb,Cube (Intel G860),2014,0.899,50000,1536,61,378,120,169,16,22,46
Alia and Cryptography,1,2,0,0.63,45.16,23,17,pranjuldb,Cube (Intel G860),2014,0.3,50000,1536,86,279,126,77,4,14,55
Alia and Handsome Devil,1,5,1,0.2,29.94,17,9,pranjuldb,Cube (Intel G860),2014,0.5,50000,1536,352,1563,468,849,48,55,133
Alia and Substrings,1,0,0,1.67,24,0,0,pranjuldb,Cube (Intel G860),2014,1,50000,1536,7,75,18,23,10,10,13
Alibaba,1,0,0,0.44,22.06,0,0,Thanh-Vy Hua,Cube (Intel G860),2005,0.652,50000,1536,142,873,192,308,49,113,209
Alice and Bob,1,1,0,0.42,29.41,0,0,adrian,Cube (Intel G860),2004,7,50000,1536,149,694,205,141,74,120,154
Alice and Bob,1,1,0,0.82,35.34,1,34,Bin Jin,Cube (Intel G860),2011,0.259,50000,1536,56,249,88,120,14,6,20
Alice Game,2,0,0,0,36.36,0,0,Najmuzzaman,Cube (Intel G860),2015,1,50000,1536,4,11,4,4,0,2,1
"Alice in Amsterdam, I mean Wonderland",1,0,0,1.21,18.18,0,0,Hector Navarro,Cube (Intel G860),2013,1,50000,1536,25,209,38,122,18,0,31
Alice Sieve,1,32,15,0.02,52.9,2,7,Paulo Costa,Cube (Intel G860),2012,0.31,50000,1536,3576,8271,4375,1030,491,750,1616
Alice’s Cube,1,7,1,0.18,30.53,27,24,Fudan University Problem Setters,Cube (Intel G860),2009,1,50000,1536,407,1923,587,723,109,72,431
Alicias Afternoon Amble,1,6,1,0.88,48.68,20,28,Darragh Griffin,Cube (Intel G860),2016,1,50000,1536,50,152,74,42,16,3,17
Alien arithmetic,1,0,0,1.1,19.44,0,0,Balajiganapathi S,Cube (Intel G860),2011,0.266,50000,1536,32,324,63,167,15,39,38
Alien City,2,0,0,0,40,0,0,Vincenzo Bonifaci,Cube (Intel G860),2013,0.214,50000,1536,6,15,6,7,2,0,0
Alien Invasion,2,0,0,0,51.35,17,17,dce coders,Cube (Intel G860),2015,1,50000,1536,17,37,19,9,3,5,1
Aliens,1,1,0,0.2,30.71,50,50,gawry,Cube (Intel G860),2004,0.625,50000,1536,361,2397,736,660,151,366,483
ALIENS AND COWS,2,0,0,0,37.5,0,0,arun,Cube (Intel G860),2013,1,50000,1536,3,8,3,1,1,0,3
Aliens at the subway,1,0,0,0.82,16.84,17,17,david_8k,Cube (Intel G860),2012,0.6,50000,1536,56,570,96,386,25,22,38
Aliens at the train,1,37,4,0.03,29.87,11,11,david_8k,Cube (Intel G860),2012,0.159,50000,1536,2506,10591,3164,4162,457,447,2327
"Aliens at the train, again!",1,4,0,0.17,46.59,13,26,david_8k,Cube (Intel G860),2012,0.1,50000,1536,424,1071,499,476,37,23,36
ALIGNSUBTRACT,2,0,0,0,20,0,0,cegprakash,Cube (Intel G860),2011,0.5,50000,1536,6,30,6,24,0,0,0
All about Sorting!,1,4,0,0.89,39.78,12,17,imranziad,Cube (Intel G860),2016,1,50000,1536,49,186,74,55,23,8,25
All Discs Considered,1,4,0,0.16,28.74,34,21,Wanderley Guimarăes,Cube (Intel G860),2007,0.343,50000,1536,451,2178,626,669,107,267,508
